policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,tasks,windows,requested_windows,wall_s,decisions_per_s
Heuristic-TVD,4240.027797415359,130957.40491194656,260,503.68232658440985,143751290598.0329,44259815345.04382,69.21083966556786,0.7175219706068143,2.0128820177203837,0,0,160,9,91,0,61.53846153846154,3.4615384615384617,35.0,0.0,19042.595088053364,19042.595088053364,0.0,0.12036038499970275,,,,,4,260,1024,1024,0.46666930001811124,557.1397132614242
Heuristic-TVD,4136.608849406036,131222.01740757335,260,504.7000669522052,145966253614.7567,49819731949.227844,65.86900690024203,0.7175219706068068,2.3742079362094457,0,0,158,10,92,0,60.76923076923077,3.8461538461538463,35.38461538461539,0.0,18777.98259242667,18777.98259242667,0.0,0.11547807617507015,,,,,5,260,1024,1024,0.4688099999912083,554.5956784302293
Heuristic-TVD,4197.069859236695,132244.38167349328,260,508.63223720574337,136511684238.74997,46684634899.01939,65.80172960332756,0.8050080843492349,2.2457297241986205,0,0,157,12,91,0,60.38461538461538,4.615384615384616,35.0,0.0,17755.618326506657,17755.618326506657,0.0,0.12791730864242148,,,,,6,260,1024,1024,0.4757324999955017,546.5256210211799
Heuristic-TVD,4255.182246463961,130110.1181279466,260,500.42353126133304,139247165035.33093,47317403783.01259,66.01912593983022,0.760440289632849,2.3943385185980204,0,0,160,15,85,0,61.53846153846154,5.769230769230769,32.69230769230769,0.0,19889.88187205334,19889.88187205334,0.0,0.11555922974366695,,,,,7,260,1024,1024,0.4715362999995705,551.3891507403287
Heuristic-TVD,4166.499145249284,131733.1784691201,260,506.66607103507727,147675122448.8456,56738673890.64473,61.57871891367559,0.6502542858624414,2.3420234842413605,0,0,151,10,99,0,58.07692307692308,3.8461538461538463,38.07692307692307,0.0,18266.821530879915,18266.821530879915,0.0,0.11050846156789564,,,,,8,260,1024,1024,0.46099940000567585,563.9920572495297
Heuristic-TVD,4333.444862366953,132169.22039626652,260,508.34315537025583,145047080871.27374,45869315479.87924,68.37625741631622,0.7175219706068219,2.270528730858337,0,0,166,8,86,0,63.84615384615384,3.076923076923077,33.07692307692307,0.0,17830.779603733296,17830.779603733296,0.0,0.11526999979441126,,,,,9,260,1024,1024,0.4644865000154823,559.7579262074004
Heuristic-TVD,2922.46309479746,149921.36324181323,697,215.0952126855283,535363543866.57477,8332557363.028275,98.4435702694943,1145.046940961871,1798.4817013908146,0,0,161,6,833,0,16.1,0.6,83.3,0.0,78.63675818662091,78.63675818662091,0.0,0.014503199752653018,,,,,0,1000,16,16,1.6697099000157323,598.9064327824718
Heuristic-TVD,2900.1888951397277,149982.61500069321,708,211.83985169589437,549152281980.975,8525361525.3210535,98.44754145524675,1144.4290783570077,1801.0177323171506,0,0,164,9,827,0,16.400000000000002,0.8999999999999999,82.69999999999999,0.0,17.384999306739758,17.384999306739758,0.0,0.011478600616101176,,,,,1,1000,16,16,1.67144659999758,598.284145004362
Heuristic-TVD,2912.45449827208,149994.85451845333,698,214.89234171698183,562850643861.9725,8525361525.320852,98.4853243718752,1189.2684889339525,1840.7179576340482,0,0,155,5,840,0,15.5,0.5,84.0,0.0,5.145481546701859,5.145481546701859,0.0,0.011114600405562669,,,,,2,1000,16,16,1.6718603999761399,598.136064478991
Heuristic-TVD,2747.2644052647993,149878.93182213328,702,213.50275188338074,567443563442.1177,8525361525.321283,98.49758424016542,1200.3477421985906,1844.941368135378,0,0,157,7,836,0,15.7,0.7000000000000001,83.6,0.0,121.06817786677382,121.06817786677382,0.0,0.015391900204122066,,,,,3,1000,16,16,1.6638042999838945,601.0322247692712
Heuristic-TVD,2860.679910557907,149719.4711266132,709,211.16991696278308,553355858907.4393,8500641892.371584,98.4638019539261,1122.8252133759183,1789.3754772886414,0,0,172,8,820,0,17.2,0.8,82.0,0.0,280.52887338666335,280.52887338666335,0.0,0.013848799542756751,,,,,4,1000,16,16,1.6643996000057086,600.8172556617835
Heuristic-TVD,2846.3621626017903,149962.91658538659,697,215.15483010815865,575906667212.6571,8525361525.321041,98.51966264488948,1185.6990769651884,1835.1674597653816,0,0,163,4,833,0,16.3,0.4,83.3,0.0,37.083414613345894,37.083414613345894,0.0,0.014254099631216377,,,,,5,1000,16,16,1.687226100009866,592.6887925655918
