policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,contact_model,window_count,capacity_gbit,normalized_value
Heuristic-TVD,3955.5243328804604,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1445659766542198,75.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.013396923000422807,,,,,6,fixed-window,16,296.4693387431484,1.0
All-Downlink,2426.322972918239,0.0,258,0.0,136511684238.74997,129840107433.91086,4.887183717674281,47.05226646442745,111.13454559602535,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002796153869264974,,,,,6,tle-derived,25,188.74183308892847,0.594491825345989
All-On-Board,2566.6595851616535,149652.1489362133,150,997.6809929080888,136511684238.74997,0.0,100.0,1.2645403243952993,1209.4404617080772,0,110,150,0,0,110,57.69230769230769,0.0,0.0,42.30769230769231,347.8510637866695,347.8510637866695,0.0,0.0003326921544682521,,,,,6,tle-derived,25,188.74183308892847,0.6288767649054229
Fixed-Threshold,3168.692313884044,99648.48075525332,259,384.743168939202,136511684238.74997,45993217315.892654,66.30821927634155,8.827339285632448,75.30641378376164,0,0,105,89,66,0,40.38461538461539,34.23076923076923,25.384615384615383,0.0,50351.51924474671,50351.51924474671,0.0,0.0009530779117575058,,,,,6,tle-derived,25,188.74183308892847,0.7763853776544236
Deadline-Energy,3774.828979029692,62201.301042240026,260,239.2357732393847,136511684238.74997,95587835518.94664,29.978275448005032,14.980249660628335,76.74519461481377,0,0,65,2,193,0,25.0,0.7692307692307693,74.23076923076923,0.0,87798.69895776006,87798.69895776006,0.0,0.010471922220089115,,,,,6,tle-derived,25,188.74183308892847,0.9248995270457419
Priority-Aware,3678.89576645798,72969.55644367999,260,280.65214016799996,136511684238.74997,84020602686.26912,38.45171337911075,20.43729534885958,79.90159975479514,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,77030.44355632007,77030.44355632007,0.0,0.001282307046214835,,,,,6,tle-derived,25,188.74183308892847,0.9013942017903543
Heuristic-TVD,4081.339506234826,149442.44404074657,260,574.7786309259484,136511684238.74997,44811407109.942696,67.17394019432763,1.068663719582522,59.626486512255596,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,557.5559592533273,557.5559592533273,0.0,0.014601538714487106,,,,,6,tle-derived,25,188.74183308892847,1.0
All-Downlink,2565.0205224621127,0.0,254,0.0,139247165035.33093,133818130750.98091,3.8988472641238503,34.17696786011753,78.97394509599184,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002688458502794114,,,,,7,fixed-window,16,296.4693387431484,0.6246863561089259
All-On-Board,2701.892088043181,149982.54397749322,157,955.3028278821224,139247165035.33093,0.0,100.0,1.2567783273065893,1238.8769180690326,0,103,157,0,0,103,60.38461538461539,0.0,0.0,39.61538461538461,17.456022506699696,17.456022506699696,0.0,0.0003342311874103661,,,,,7,fixed-window,16,296.4693387431484,0.6580201243220901
Fixed-Threshold,3210.4606177632318,103787.05425642672,258,402.27540409467724,139247165035.33093,46749516509.30801,66.42695275164392,8.835301087292965,72.80963503318573,0,0,105,100,55,0,40.38461538461539,38.46153846153846,21.153846153846153,0.0,46212.94574357334,46212.94574357334,0.0,0.0011226926849653514,,,,,7,fixed-window,16,296.4693387431484,0.7818771534882906
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009249999241616864,,,,,7,fixed-window,16,296.4693387431484,0.9456882004482678
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0013653852735072947,,,,,7,fixed-window,16,296.4693387431484,0.9521898828597767
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.014321538821185151,,,,,7,fixed-window,16,296.4693387431484,1.0
All-Downlink,2140.274470433187,0.0,258,0.0,139247165035.33093,136348672321.66896,2.0815452242252452,52.75601382235803,137.0898738034231,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027499985522948776,,,,,7,tle-derived,25,188.74183308892847,0.5406037818724172
All-On-Board,2701.892088043181,149982.54397749322,157,955.3028278821224,139247165035.33093,0.0,100.0,1.2567783273065893,1238.8769180690326,0,103,157,0,0,103,60.38461538461539,0.0,0.0,39.61538461538461,17.456022506699696,17.456022506699696,0.0,0.0003730767415478252,,,,,7,tle-derived,25,188.74183308892847,0.682460638196405
Fixed-Threshold,3182.7677677545757,103787.05425642672,259,400.7222172062808,139247165035.33093,47297532631.069756,66.03339635742743,7.184317193957698,80.75569928788437,0,0,105,100,55,0,40.38461538461539,38.46153846153846,21.153846153846153,0.0,46212.94574357334,46212.94574357334,0.0,0.001261154382238881,,,,,7,tle-derived,25,188.74183308892847,0.803923195757928
Deadline-Energy,3841.703866862346,84471.60335354663,260,324.89078212902547,139247165035.33093,92716456598.64308,33.415910783448766,15.228352328171665,82.87010930503372,0,0,83,1,176,0,31.923076923076923,0.38461538461538464,67.6923076923077,0.0,65528.39664645336,65528.39664645336,0.0,0.010892692080233246,,,,,7,tle-derived,25,188.74183308892847,0.9703613568961206
Priority-Aware,3849.328732926218,101200.58414975999,260,389.2330159606154,139247165035.33093,78034591738.1418,43.95965496436338,8.81931436898158,83.38545246730156,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0013342304065680276,,,,,7,tle-derived,25,188.74183308892847,0.9722872927923544
Heuristic-TVD,3959.044576085287,149991.7065990932,259,579.118558297657,139247165035.33093,52829498415.9917,62.06062909604848,1.1445659766542122,67.90767177821218,0,0,166,1,93,0,63.84615384615385,0.38461538461538464,35.76923076923077,0.0,8.29340090670894,8.29340090670894,0.0,0.014363076367702048,,,,,7,tle-derived,25,188.74183308892847,1.0
All-Downlink,2533.5936614346742,0.0,256,0.0,147675122448.8456,136992547483.91032,7.233835183468839,31.06743035179552,79.44232709372092,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00026384614802037296,,,,,8,fixed-window,16,296.4693387431484,0.6601360598268278
All-On-Board,2392.2520581169592,149649.83337631993,150,997.6655558421329,147675122448.8456,0.0,100.0,1.279891391770161,1254.5592709639975,0,110,150,0,0,110,57.69230769230769,0.0,0.0,42.30769230769231,350.1666236799206,350.1666236799206,0.0,0.0003350002001612805,,,,,8,fixed-window,16,296.4693387431484,0.6233090458805867
Fixed-Threshold,3052.4337548465774,100434.51246607995,258,389.28105607007734,147675122448.8456,50189131471.694786,66.01382098797298,7.909545745180791,77.9508158178969,0,0,98,103,59,0,37.69230769230769,39.61538461538461,22.692307692307693,0.0,49565.487533920204,49565.487533920204,0.0,0.0010053854426727272,,,,,8,fixed-window,16,296.4693387431484,0.7953215318141431
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.0092542312743787,,,,,8,fixed-window,16,296.4693387431484,0.9920789887534683
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0013065396790177776,,,,,8,fixed-window,16,296.4693387431484,0.9790375610422131
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.013086537924559357,,,,,8,fixed-window,16,296.4693387431484,1.0
All-Downlink,2064.718671296459,0.0,260,0.0,147675122448.8456,143180110755.47647,3.0438516784885072,65.81482317826,159.49226737689958,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002911539363244978,,,,,8,tle-derived,25,188.74183308892847,0.5278593559491473
All-On-Board,2392.2520581169592,149649.83337631993,150,997.6655558421329,147675122448.8456,0.0,100.0,1.279891391770161,1254.5592709639975,0,110,150,0,0,110,57.69230769230769,0.0,0.0,42.30769230769231,350.1666236799206,350.1666236799206,0.0,0.0003746146551118447,,,,,8,tle-derived,25,188.74183308892847,0.6115954915410978
Fixed-Threshold,3018.99721179441,100434.51246607995,260,386.2865864079998,147675122448.8456,53429314014.78048,63.81969208572128,13.653415713773636,90.84649547505742,0,0,98,103,59,0,37.69230769230769,39.61538461538461,22.692307692307693,0.0,49565.487533920204,49565.487533920204,0.0,0.0012226926628500223,,,,,8,tle-derived,25,188.74183308892847,0.7718271481651428
Deadline-Energy,3671.6882551006756,69650.02405391996,260,267.88470789969216,147675122448.8456,112633070526.46808,23.72915040887542,21.40239058197397,110.80630406202917,0,0,70,1,189,0,26.923076923076923,0.38461538461538464,72.6923076923077,0.0,80349.97594607998,80349.97594607998,0.0,0.010411538152346531,,,,,8,tle-derived,25,188.74183308892847,0.9386920477483334
Priority-Aware,3636.3760792050384,87253.41095210667,260,335.5900421234872,147675122448.8456,96001517399.28963,34.99140829726118,26.157829496976834,123.83037743438216,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0013826915304749631,,,,,8,tle-derived,25,188.74183308892847,0.9296642500708271
Heuristic-TVD,3911.4939387289537,146692.33453263997,260,564.2012866639999,147675122448.8456,65416934692.17298,55.70212937197103,1.1445659766542424,67.93118413079094,0,0,159,3,98,0,61.15384615384615,1.1538461538461537,37.69230769230769,0.0,3307.665467359916,3307.665467359916,0.0,0.01414653995128062,,,,,8,tle-derived,25,188.74183308892847,1.0
All-Downlink,2555.748586379738,0.0,256,0.0,145047080871.27374,138274748222.04004,4.669058217892719,37.4960716972247,80.08159020947357,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002888461145070883,,,,,9,fixed-window,16,296.4693387431484,0.6355344334468682
All-On-Board,2638.3301762790907,149873.5611089066,158,948.5668424614342,145047080871.27374,0.0,100.0,1.1894509169151812,1147.0703465055208,0,102,158,0,0,102,60.76923076923077,0.0,0.0,39.23076923076923,126.43889109329524,126.43889109329524,0.0,0.0003519236298206334,,,,,9,fixed-window,16,296.4693387431484,0.6560698821328325
Fixed-Threshold,3417.104630458127,102460.60073781348,259,395.60077504947293,145047080871.27374,44879980875.95698,69.058335675306,1.2723023214840092,75.09492307096168,0,0,116,86,58,0,44.61538461538461,33.07692307692308,22.307692307692307,0.0,47539.39926218667,47539.39926218667,0.0,0.0010219224630138623,,,,,9,fixed-window,16,296.4693387431484,0.8497266385748485
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.009886923138625346,,,,,9,fixed-window,16,296.4693387431484,0.9916659151008066
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.001356154098175466,,,,,9,fixed-window,16,296.4693387431484,0.9781293073937917
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.014981538361798111,,,,,9,fixed-window,16,296.4693387431484,1.0
All-Downlink,2300.4263798531656,0.0,258,0.0,145047080871.27374,141198274380.22296,2.653487728213244,56.479420399037856,116.34596956742074,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00028961535113362165,,,,,9,tle-derived,25,188.74183308892847,0.551205697789867
All-On-Board,2638.3301762790907,149873.5611089066,158,948.5668424614342,145047080871.27374,0.0,100.0,1.1894509169151812,1147.0703465055208,0,102,158,0,0,102,60.76923076923077,0.0,0.0,39.23076923076923,126.43889109329524,126.43889109329524,0.0,0.00035384549007106287,,,,,9,tle-derived,25,188.74183308892847,0.6321709047297587
Fixed-Threshold,3405.4357049871483,102460.60073781348,260,394.0792336069749,145047080871.27374,45484744940.1955,68.64139238999076,1.484204848270474,78.26378369749283,0,0,116,86,58,0,44.61538461538461,33.07692307692308,22.307692307692307,0.0,47539.39926218667,47539.39926218667,0.0,0.000985384842631622,,,,,9,tle-derived,25,188.74183308892847,0.8159772381699876
Deadline-Energy,3862.7821553093613,65294.838200160004,260,251.13399307753846,145047080871.27374,103933699835.82591,28.344852435834333,17.283230458310207,85.81569870800476,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,84705.16179984,84705.16179984,0.0,0.010913846199400723,,,,,9,tle-derived,25,188.74183308892847,0.925562127079871
Priority-Aware,3843.503973072365,80627.39004437336,260,310.10534632451294,145047080871.27374,89617542672.20874,38.214859524306846,21.67880601951086,88.04572875481846,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0013699997977640193,,,,,9,tle-derived,25,188.74183308892847,0.9209428773681101
Heuristic-TVD,4173.444485565067,149958.97988581323,260,576.7653072531278,145047080871.27374,43743545418.35658,69.84182986958692,0.9832486245364028,69.04075917778425,0,0,175,1,84,0,67.3076923076923,0.38461538461538464,32.30769230769231,0.0,41.020114186621186,41.020114186621186,0.0,0.015068076027091593,,,,,9,tle-derived,25,188.74183308892847,1.0
