policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,profile_label,profile_source,memory_gb,quant_used,normalized_value
Deadline-Energy,3894.9068349441454,32068.156992143973,260,123.33906535439989,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,117931.84300785595,117931.84300785595,0.0,0.01008923069233648,,,,,7,Edge-NPU synthetic,scaled,12,INT4,0.8729982533716402
Priority-Aware,3928.7209640180404,45697.44230739198,260,175.75939348996917,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.00000000000001,0.0,104302.5576926081,104302.5576926081,0.0,0.001351924192232008,,,,,7,Edge-NPU synthetic,scaled,12,INT4,0.8805772987433934
Energy-WSRPT,4191.743088267912,102912.67965657599,260,395.8179986791384,139247165035.33093,4348011859.833343,96.87748626068607,0.5069421761805339,1.1128143667384875,0,0,234,24,2,0,90.0,9.230769230769232,0.7692307692307693,0.0,47087.32034342377,47087.32034342377,0.0,0.012654998303892521,,,,,7,Edge-NPU synthetic,scaled,12,INT4,0.93953066137794
Heuristic-TVD,4461.5287830204425,112611.312370032,260,433.12043219243077,139247165035.33093,0.0,100.0,0.5532640359403558,1.1128143667384875,0,0,260,0,0,0,100.0,0.0,0.0,0.0,37388.6876299678,37388.6876299678,0.0,0.013701153511647135,,,,,7,Edge-NPU synthetic,scaled,12,INT4,1.0
Deadline-Energy,3819.551872057515,32883.20520977599,260,126.4738661914461,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,117116.79479022398,117116.79479022398,0.0,0.009686538452604929,,,,,8,Edge-NPU synthetic,scaled,12,INT4,0.8862677411645677
Priority-Aware,3773.1672459843426,39342.62464844797,259,151.9020256696833,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076924,0.0,110657.37535155195,110657.37535155195,0.0,0.0015357695072172927,,,,,8,Edge-NPU synthetic,scaled,12,INT4,0.8755049084680481
Energy-WSRPT,4071.9770254657724,104646.761290896,260,402.4875434265231,147675122448.8456,2780585739.176208,98.1170926469762,0.5066378099740177,1.057757224135703,0,0,236,24,0,0,90.76923076923077,9.230769230769232,0.0,0.0,45353.2387091039,45353.2387091039,0.0,0.01257653795899107,,,,,8,Edge-NPU synthetic,scaled,12,INT4,0.9448390809494479
Heuristic-TVD,4309.704274058957,115601.51555332806,260,444.6212136666464,147675122448.8456,0.0,100.0,0.543180357642632,1.1176302745584203,0,0,260,0,0,0,100.0,0.0,0.0,0.0,34398.48444667186,34398.48444667186,0.0,0.013956537832900021,,,,,8,Edge-NPU synthetic,scaled,12,INT4,1.0
Deadline-Energy,3999.359482947332,28900.520026031998,260,111.15584625396923,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,121099.47997396796,121099.47997396796,0.0,0.009868459556645785,,,,,9,Edge-NPU synthetic,scaled,12,INT4,0.896559317570777
Priority-Aware,3949.694490926463,36341.26780996798,260,139.77410696141533,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.307692307692308,63.84615384615384,0.0,113658.73219003191,113658.73219003191,0.0,0.0013926917185577063,,,,,9,Edge-NPU synthetic,scaled,12,INT4,0.8854256319035477
Energy-WSRPT,4221.417563413598,96531.84221995204,260,371.27631623058477,145047080871.27374,5580278337.053916,96.15278135655394,0.4930721912581551,1.1176302745584203,0,0,232,24,4,0,89.23076923076924,9.230769230769232,1.5384615384615385,0.0,53468.157780047746,53468.157780047746,0.0,0.012631539609104108,,,,,9,Edge-NPU synthetic,scaled,12,INT4,0.9463393490815214
Heuristic-TVD,4460.78625760488,106781.314365792,260,410.69736294535386,145047080871.27374,0.0,100.0,0.5370796295144828,1.1200431243049378,0,0,260,0,0,0,100.0,0.0,0.0,0.0,43218.685634207824,43218.685634207824,0.0,0.013972307743433002,,,,,9,Edge-NPU synthetic,scaled,12,INT4,1.0
Deadline-Energy,3664.0987861657272,20317.398150970654,260,78.14383904219483,141896346105.7374,105779966974.30736,25.452649150329123,15.415767963420148,71.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,129682.60184902923,129682.60184902923,0.0,0.009420768205577938,,,,,0,FPGA-low-power synthetic,scaled,8,INT4,0.8937846331559758
Priority-Aware,3478.6753752835134,25272.057033696,259,97.57550978261004,141896346105.7374,89315751073.92041,37.05563707231426,20.631380747971463,110.33912208829416,0,0,78,12,170,0,30.0,4.615384615384616,65.38461538461539,0.0,124727.94296630393,124727.94296630393,0.0,0.001357692347552914,,,,,0,FPGA-low-power synthetic,scaled,8,INT4,0.8485542491118505
Energy-WSRPT,3842.8148234018163,72259.86060292268,260,277.9225407804718,141896346105.7374,8628942571.423908,93.9188408946106,1.9488738428071732,4.623820016268958,0,0,225,27,8,0,86.53846153846155,10.384615384615385,3.076923076923077,0.0,77740.13939707741,77740.13939707741,0.0,0.013233077166100534,,,,,0,FPGA-low-power synthetic,scaled,8,INT4,0.9373788856862958
Heuristic-TVD,4099.5320911120425,84995.36494900264,260,326.90524980385635,141896346105.7374,0.0,100.0,2.096967779974936,5.029172882109524,0,0,260,0,0,0,100.0,0.0,0.0,0.0,65004.63505099753,65004.63505099753,0.0,0.0134461548161478,,,,,0,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3766.6440193226986,24209.145594218662,260,93.11209843930254,138183152908.2682,97623791629.69403,29.35188583046674,10.28411112853179,72.25500075728323,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,125790.85440578125,125790.85440578125,0.0,0.009349616056379791,,,,,1,FPGA-low-power synthetic,scaled,8,INT4,0.9056421304617076
Priority-Aware,3600.7195927233065,28595.840907973336,260,109.98400349220513,138183152908.2682,83081342987.12921,39.87592464163695,12.934506397489773,79.30292719235098,0,0,87,10,163,0,33.46153846153846,3.8461538461538463,62.69230769230769,0.0,121404.15909202666,121404.15909202666,0.0,0.001359229701427886,,,,,1,FPGA-low-power synthetic,scaled,8,INT4,0.8657476911597076
Energy-WSRPT,3888.9650753017363,71889.40222270406,260,276.49770085655405,138183152908.2682,11394342138.91635,91.75417415285033,1.7257526694033003,4.184897924643367,0,0,219,30,11,0,84.23076923076923,11.538461538461538,4.230769230769231,0.0,78110.59777729615,78110.59777729615,0.0,0.013614229884786675,,,,,1,FPGA-low-power synthetic,scaled,8,INT4,0.9350526882868937
Heuristic-TVD,4159.086567011206,86023.2791152746,260,330.85876582797925,138183152908.2682,0.0,100.0,2.019035614703898,5.043469373846925,0,0,260,0,0,0,100.0,0.0,0.0,0.0,63976.72088472545,63976.72088472545,0.0,0.013490768749481784,,,,,1,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3674.934415064909,24918.95685143466,260,95.84214173628716,143551818802.25815,100349432288.78314,30.09532507072311,12.860969370166428,71.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,125081.04314856525,125081.04314856525,0.0,0.009749615408229427,,,,,2,FPGA-low-power synthetic,scaled,8,INT4,0.8963073382618065
Priority-Aware,3470.3457375525195,24838.29363984534,260,95.53189861478977,143551818802.25815,81765352376.60277,43.0412285550808,21.402373422387853,78.4072189003879,0,0,74,15,171,0,28.46153846153846,5.769230769230769,65.76923076923077,0.0,125161.7063601547,125161.7063601547,0.0,0.0013453841137771423,,,,,2,FPGA-low-power synthetic,scaled,8,INT4,0.8464086700766237
Energy-WSRPT,3801.399180896806,75836.7890940854,260,291.6799580541746,143551818802.25815,8067045360.991011,94.38039487879752,1.8207120004148236,4.929966723906328,0,0,225,30,5,0,86.53846153846155,11.538461538461538,1.9230769230769231,0.0,74163.21090591469,74163.21090591469,0.0,0.013347307238011407,,,,,2,FPGA-low-power synthetic,scaled,8,INT4,0.927151779235235
Heuristic-TVD,4100.082927125919,85528.22578910406,260,328.9547145734772,143551818802.25815,0.0,100.0,2.0090615176991076,5.559906974420304,0,0,260,0,0,0,100.0,0.0,0.0,0.0,64471.774210896096,64471.774210896096,0.0,0.01332307706784027,,,,,2,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3726.6597054740405,25094.13447632,260,96.515901832,145714942829.99643,109056964346.36604,25.157322764350077,15.42668608128982,77.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,124905.86552367991,124905.86552367991,0.0,0.009523846809035884,,,,,3,FPGA-low-power synthetic,scaled,8,INT4,0.8945439828450463
Priority-Aware,3643.1513201279035,27250.972446090665,260,104.8114324849641,145714942829.99643,96411603040.62616,33.83547276060204,16.769847643845956,78.1803292091174,0,0,81,12,167,0,31.153846153846153,4.615384615384616,64.23076923076924,0.0,122749.0275539093,122749.0275539093,0.0,0.0013138459717783218,,,,,3,FPGA-low-power synthetic,scaled,8,INT4,0.8744987065031352
Energy-WSRPT,3909.025741421372,75572.26343114661,260,290.6625516582562,145714942829.99643,6903139282.364692,95.262572836872,2.0090615176991076,5.487659129481788,0,0,228,27,5,0,87.6923076923077,10.384615384615385,1.9230769230769231,0.0,74427.73656885345,74427.73656885345,0.0,0.011923076817765832,,,,,3,FPGA-low-power synthetic,scaled,8,INT4,0.9383189591039096
Heuristic-TVD,4165.988231927525,85010.42005679994,260,326.96315406461514,145714942829.99643,0.0,100.0,2.2191753088308057,5.800145530004643,0,0,260,0,0,0,100.0,0.0,0.0,0.0,64989.5799432002,64989.5799432002,0.0,0.013559230361492015,,,,,3,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3748.7250238694837,25460.299330053327,260,97.9242281925128,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,124539.70066994657,124539.70066994657,0.0,0.009550768747710837,,,,,4,FPGA-low-power synthetic,scaled,8,INT4,0.9053577140823668
Priority-Aware,3591.9704889049544,27853.483240725327,260,107.12878169509742,143751290598.0329,78843845988.82722,45.15259956218708,14.598307059213402,722.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,122146.51675927457,122146.51675927457,0.0,0.0013949996523129253,,,,,4,FPGA-low-power synthetic,scaled,8,INT4,0.8674997953116163
Energy-WSRPT,3983.2053115945814,79407.59032869863,260,305.41380895653316,143751290598.0329,6212927082.287721,95.67800257205292,2.1234537203953554,5.499918070706452,0,0,233,15,12,0,89.61538461538461,5.769230769230769,4.615384615384616,0.0,70592.40967130137,70592.40967130137,0.0,0.012450383599990835,,,,,4,FPGA-low-power synthetic,scaled,8,INT4,0.9619872443734531
Heuristic-TVD,4140.600964193514,87901.62641870396,260,338.08317853347677,143751290598.0329,0.0,100.0,2.7386879345831403,5.579136958100783,0,0,260,0,0,0,100.0,0.0,0.0,0.0,62098.37358129609,62098.37358129609,0.0,0.01325115366713502,,,,,4,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3639.972003802031,19515.340599610663,260,75.05900230619486,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307693,0.0,130484.65940038921,130484.65940038921,0.0,0.009349616056379791,,,,,5,FPGA-low-power synthetic,scaled,8,INT4,0.8982714264725812
Priority-Aware,3577.3774603642155,28730.086788149347,260,110.50033380057441,145966253614.7567,97435093163.56842,33.24820583480533,16.058096002124003,74.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615384,0.0,121269.91321185064,121269.91321185064,0.0,0.0013415386022713322,,,,,5,FPGA-low-power synthetic,scaled,8,INT4,0.8828243599114768
Energy-WSRPT,3824.356843732423,74500.89199327464,260,286.54189228182554,145966253614.7567,11526076945.018665,92.1036015794178,2.13322767651786,5.12917844946122,0,0,225,24,11,0,86.53846153846155,9.230769230769232,4.230769230769231,0.0,75499.10800672534,75499.10800672534,0.0,0.012447307660924988,,,,,5,FPGA-low-power synthetic,scaled,8,INT4,0.9437738734725004
Heuristic-TVD,4052.1961364126028,87497.98102699725,260,336.5306962576817,145966253614.7567,0.0,100.0,2.6842163590878654,5.240876371190013,0,0,260,0,0,0,100.0,0.0,0.0,0.0,62502.018973002705,62502.018973002705,0.0,0.013818845036439598,,,,,5,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3687.7795281168565,20879.75372715199,260,80.30674510443073,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,129120.2462728479,129120.2462728479,0.0,0.009974616449863579,,,,,6,FPGA-low-power synthetic,scaled,8,INT4,0.8931555474746808
Priority-Aware,3479.819948456375,25736.71212028799,260,98.98735430879996,136511684238.74997,79932607445.38664,41.446325352202265,21.359685439153196,77.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461539,63.84615384615384,0.0,124263.28787971206,124263.28787971206,0.0,0.0013573077292396473,,,,,6,FPGA-low-power synthetic,scaled,8,INT4,0.8427891275712902
Energy-WSRPT,3893.3932457945143,75941.46399483734,260,292.08255382629744,136511684238.74997,9942166083.164705,92.71698526129344,2.224047599831844,5.144967076793684,0,0,220,29,11,0,84.61538461538461,11.153846153846155,4.230769230769231,0.0,74058.53600516269,74058.53600516269,0.0,0.012554231999764362,,,,,6,FPGA-low-power synthetic,scaled,8,INT4,0.9429538152888282
Heuristic-TVD,4128.9331276547855,89503.74293601065,260,344.2451651385025,136511684238.74997,0.0,100.0,2.851437161797791,5.277657908400913,0,0,260,0,0,0,100.0,0.0,0.0,0.0,60496.25706398937,60496.25706398937,0.0,0.01494846085104375,,,,,6,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3778.9917569918284,24941.89988277865,260,95.93038416453327,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,125058.10011722121,125058.10011722121,0.0,0.009240769409538748,,,,,7,FPGA-low-power synthetic,scaled,8,INT4,0.9016957285450018
Priority-Aware,3731.9868547019028,35605.96197241598,260,136.9460075862153,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.00000000000001,0.0,114394.03802758406,114394.03802758406,0.0,0.0013846159652950098,,,,,7,FPGA-low-power synthetic,scaled,8,INT4,0.8904800069078528
Energy-WSRPT,3900.034962545894,76599.96960364262,260,294.61526770631775,139247165035.33093,9222327118.91928,93.37700906400549,2.04789896659554,5.95061179392416,0,0,223,29,8,0,85.76923076923076,11.153846153846155,3.076923076923077,0.0,73400.03039635732,73400.03039635732,0.0,0.012262692437686313,,,,,7,FPGA-low-power synthetic,scaled,8,INT4,0.9305775437052384
Heuristic-TVD,4190.983318829403,87586.57628780269,260,336.8714472607796,139247165035.33093,0.0,100.0,2.513258466787556,6.141645406333816,0,0,260,0,0,0,100.0,0.0,0.0,0.0,62413.423712197306,62413.423712197306,0.0,0.01343846144244218,,,,,7,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3694.6473931308506,25579.79545204798,260,98.383828661723,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,124420.20454795189,124420.20454795189,0.0,0.009761923082316151,,,,,8,FPGA-low-power synthetic,scaled,8,INT4,0.9088699342782979
Priority-Aware,3610.734894373265,30631.572593237324,259,118.26862005110937,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076924,0.0,119368.42740676265,119368.42740676265,0.0,0.0013738467644613523,,,,,8,FPGA-low-power synthetic,scaled,8,INT4,0.8882277622072287
Energy-WSRPT,3818.9102610214663,76156.58101324266,260,292.9099269740102,147675122448.8456,9500471744.883406,93.56664034717537,2.0090615176991076,6.095608269086097,0,0,222,29,9,0,85.38461538461539,11.153846153846155,3.4615384615384617,0.0,73843.41898675737,73843.41898675737,0.0,0.012391923407379251,,,,,8,FPGA-low-power synthetic,scaled,8,INT4,0.9394381516359148
Heuristic-TVD,4065.1002456854753,89912.28987481061,260,345.8164995185023,147675122448.8456,0.0,100.0,2.7629429979189775,6.443817280173464,0,0,260,0,0,0,100.0,0.0,0.0,0.0,60087.7101251895,60087.7101251895,0.0,0.014068846156498274,,,,,8,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3883.676876072528,22478.182242469324,260,86.45454708642048,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,127521.81775753055,127521.81775753055,0.0,0.009419231635267632,,,,,9,FPGA-low-power synthetic,scaled,8,INT4,0.916005422527446
Priority-Aware,3789.4027941904014,28289.24558553067,260,108.8047907135795,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.307692307692308,63.84615384615384,0.0,121710.75441446924,121710.75441446924,0.0,0.0016403831138562125,,,,,9,FPGA-low-power synthetic,scaled,8,INT4,0.8937699037231231
Energy-WSRPT,3996.9835301756407,71158.11818858667,260,273.68506995610255,145047080871.27374,11569766185.736256,92.02344086055466,1.8626022448308506,5.734526883417884,0,0,219,29,12,0,84.23076923076923,11.153846153846155,4.615384615384616,0.0,78841.88181141339,78841.88181141339,0.0,0.013248845397566374,,,,,9,FPGA-low-power synthetic,scaled,8,INT4,0.9427299706499593
Heuristic-TVD,4239.796818403837,83052.13339561594,260,319.4312822908305,145047080871.27374,0.0,100.0,2.5631174750986547,6.102801449511222,0,0,260,0,0,0,100.0,0.0,0.0,0.0,66947.86660438412,66947.86660438412,0.0,0.014633846764739316,,,,,9,FPGA-low-power synthetic,scaled,8,INT4,1.0
Deadline-Energy,3502.5079289424225,149528.19795273597,259,577.3289496244632,141896346105.7374,105779966974.30736,25.452649150329123,16.04559071385335,73.16139224318398,0,0,62,3,195,0,23.846153846153847,1.153846153846154,75.0,0.0,471.8020472639421,471.8020472639421,0.0,0.009443845416311748,,,,,0,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3109.3560452568977,149982.683274688,254,590.4830050184567,141896346105.7374,93270571352.72821,34.26851789176766,25.161879146449124,736.9298172144859,0,0,60,14,186,0,23.076923076923077,5.384615384615385,71.53846153846153,0.0,17.31672531199206,17.31672531199206,0.0,0.0013515389022918849,,,,,0,Orin AGX literature,literature-derived,16,INT4,0.8877513222920136
Energy-WSRPT,2725.735698074895,149645.8044028159,254,589.1567102473067,141896346105.7374,89150551422.65675,37.172059838507664,22.26969284268277,736.9298172144859,0,0,60,19,181,0,23.076923076923077,7.307692307692308,69.61538461538461,0.0,354.1955971840355,354.1955971840355,0.0,0.011979616381442891,,,,,0,Orin AGX literature,literature-derived,16,INT4,0.7782239907442343
Heuristic-TVD,3192.1831240274273,149759.22299798403,254,589.6032401495435,141896346105.7374,90402741651.90083,36.289591569514336,18.398798533857914,729.9139444542953,0,0,71,3,186,0,27.307692307692307,1.153846153846154,71.53846153846153,0.0,240.77700201598486,240.77700201598486,0.0,0.0132957687198471,,,,,0,Orin AGX literature,literature-derived,16,INT4,0.9113992569864938
Deadline-Energy,3428.393549910972,149983.6456525759,258,581.3319598937051,138183152908.2682,98054740865.7375,29.040017685201914,14.614500022575642,79.4957022038327,0,0,57,10,193,0,21.923076923076923,3.8461538461538463,74.23076923076923,0.0,16.354347423947985,16.354347423947985,0.0,0.009173075578963527,,,,,1,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3003.4939563951493,149568.5788379518,257,581.9789059842482,138183152908.2682,87084717872.54013,36.97877343242367,20.223611030753396,111.89255143557872,0,0,58,39,163,0,22.30769230769231,15.0,62.69230769230769,0.0,431.4211620479109,431.4211620479109,0.0,0.0014430780608493548,,,,,1,Orin AGX literature,literature-derived,16,INT4,0.8760645219604801
Energy-WSRPT,2750.612358650746,149594.8190956799,257,582.0810081543965,138183152908.2682,89226568103.09047,35.42876521110875,17.435767235068216,111.89255143557872,0,0,59,21,180,0,22.692307692307693,8.076923076923077,69.23076923076923,0.0,405.18090431994324,405.18090431994324,0.0,0.01228692216010621,,,,,1,Orin AGX literature,literature-derived,16,INT4,0.8023035624723345
Heuristic-TVD,3174.142261238228,149742.98904595207,258,580.3991823486514,138183152908.2682,92901872936.97205,32.76903082487615,13.61902882650379,79.45245474689665,0,0,67,3,190,0,25.769230769230766,1.153846153846154,73.07692307692307,0.0,257.0109540479672,257.0109540479672,0.0,0.014214615265910443,,,,,1,Orin AGX literature,literature-derived,16,INT4,0.9258395265971299
Deadline-Energy,3336.866639589458,149765.14808278385,253,591.9571070465765,143551818802.25815,100349432288.78314,30.09532507072311,21.432776717232688,738.0032198858066,0,0,56,16,188,0,21.53846153846154,6.153846153846154,72.3076923076923,0.0,234.85191721597226,234.85191721597226,0.0,0.011162307726828238,,,,,2,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3119.211672466509,149572.1979695679,253,591.1944583777388,143551818802.25815,83809330074.2382,41.61736801838428,27.203475593986774,753.8664932918881,0,0,60,29,171,0,23.076923076923077,11.153846153846155,65.76923076923077,0.0,427.802030431989,427.802030431989,0.0,0.001368076706197686,,,,,2,Orin AGX literature,literature-derived,16,INT4,0.9347726503239195
Energy-WSRPT,2726.2302941556904,149925.07415388792,253,592.5892259046954,143551818802.25815,97160919477.94234,32.316483142731215,22.765765431084613,754.0107986472566,0,0,59,16,185,0,22.692307692307693,6.153846153846154,71.15384615384616,0.0,74.92584611201602,74.92584611201602,0.0,0.012065768868734058,,,,,2,Orin AGX literature,literature-derived,16,INT4,0.8170030716274309
Heuristic-TVD,3073.950406791305,149811.58058224004,253,592.1406347124113,143551818802.25815,91442202025.35844,36.3002135477506,19.307995678393674,754.0107986472566,0,0,66,5,189,0,25.384615384615383,1.9230769230769231,72.6923076923077,0.0,188.41941775996384,188.41941775996384,0.0,0.013781922461930662,,,,,2,Orin AGX literature,literature-derived,16,INT4,0.9212086483532647
Deadline-Energy,3336.4677303186013,149999.14584595192,255,588.2319444939291,145714942829.99643,110981222456.24066,23.836759428495334,21.056641569365155,79.38816423033008,0,0,56,6,198,0,21.53846153846154,2.307692307692308,76.15384615384615,0.0,0.8541540479423588,0.8541540479423588,0.0,0.009037691835636416,,,,,3,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3079.525201438201,149714.74027577575,255,587.1166285324539,145714942829.99643,99173908996.2753,31.93978114380479,23.861407537092266,79.38816423033008,0,0,56,37,167,0,21.53846153846154,14.23076923076923,64.23076923076924,0.0,285.2597242239267,285.2597242239267,0.0,0.0013526930930451131,,,,,3,Orin AGX literature,literature-derived,16,INT4,0.9229896556332452
Energy-WSRPT,2667.9526865513394,149779.0463734079,255,587.368809307482,145714942829.99643,105717435920.94403,27.449145662237896,25.533204001875248,79.12383896813532,0,0,53,18,189,0,20.384615384615383,6.923076923076923,72.6923076923077,0.0,220.95362659197696,220.95362659197696,0.0,0.011833077139901714,,,,,3,Orin AGX literature,literature-derived,16,INT4,0.7996338949445122
Heuristic-TVD,3143.967280018152,148649.49519110407,255,582.9391968278591,145714942829.99643,103310293923.51273,29.10109840687829,20.560191933457887,78.9210614943185,0,0,66,6,188,0,25.384615384615383,2.307692307692308,72.3076923076923,0.0,1350.504808895947,1350.504808895947,0.0,0.0138753839284898,,,,,3,Orin AGX literature,literature-derived,16,INT4,0.9423041174499633
Deadline-Energy,3371.7868417403483,149376.88895119986,259,576.7447449853277,143751290598.0329,97334725231.4237,32.28949470540917,16.95631204424277,726.8310659363178,0,0,61,19,180,0,23.46153846153846,7.307692307692308,69.23076923076923,0.0,623.1110487999285,623.1110487999285,0.0,0.009755384459052809,,,,,4,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3021.959357160965,149993.3360013759,259,579.1248494261617,143751290598.0329,90206925232.46498,37.24791975279881,23.087497311218975,726.9090733329451,0,0,60,26,174,0,23.076923076923077,10.0,66.92307692307692,0.0,6.663998623912363,6.663998623912363,0.0,0.0015703835882819616,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.8962486358126898
Energy-WSRPT,2598.661170154912,149635.46115945597,259,577.7430932797528,143751290598.0329,102146754609.87085,28.94202606117775,20.713682162817108,726.9090733329451,0,0,55,12,193,0,21.153846153846153,4.615384615384616,74.23076923076923,0.0,364.53884054398964,364.53884054398964,0.0,0.011767691243081711,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.770707429658754
Heuristic-TVD,3088.621669126095,149018.07892560007,259,575.35937809112,143751290598.0329,89267946356.51161,37.90111658466518,16.33958672847657,726.9090733329451,0,0,75,3,182,0,28.846153846153843,1.153846153846154,70.0,0.0,981.9210743999154,981.9210743999154,0.0,0.013531537730999004,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.9160192545065816
Deadline-Energy,3504.4160350007655,146991.59098691202,260,565.3522730265847,145966253614.7567,115042162606.88376,21.185781125471483,16.206098970559488,71.52175526324095,0,0,58,2,200,0,22.30769230769231,0.7692307692307693,76.92307692307693,0.0,3008.409013087944,3008.409013087944,0.0,0.00936538607885058,,,,,5,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,2987.345133843095,149795.88815974374,259,578.3625025472732,145966253614.7567,101279501165.09184,30.61444090193953,22.585919844560884,75.64213874690826,0,0,57,37,166,0,21.923076923076923,14.23076923076923,63.84615384615384,0.0,204.11184025598035,204.11184025598035,0.0,0.001418075743668641,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.8524516221837349
Energy-WSRPT,2782.1176654308133,149506.06996883202,259,577.2435133931738,145966253614.7567,105883930324.2393,27.459993181920794,19.23022198036718,72.68886131400798,0,0,59,14,187,0,22.692307692307693,5.384615384615385,71.92307692307692,0.0,493.93003116805426,493.93003116805426,0.0,0.012242307667083178,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.7938890924034382
Heuristic-TVD,3209.6216503670703,149900.0134325121,259,578.7645306274597,145966253614.7567,100052773728.87672,31.45485942734252,14.768463473285616,71.68310765675585,0,0,71,10,179,0,27.307692307692307,3.8461538461538463,68.84615384615384,0.0,99.9865674879718,99.9865674879718,0.0,0.013868460351099761,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.9158791702556427
Deadline-Energy,3506.2848167332945,149183.646746304,258,578.2311889391628,136511684238.74997,94917012113.92496,30.46967910239732,16.20934339687495,76.09460045137142,0,0,61,6,193,0,23.46153846153846,2.307692307692308,74.23076923076923,0.0,816.3532536959765,816.3532536959765,0.0,0.00937461535123965,,,,,6,Orin AGX literature,literature-derived,16,INT4,1.0
