policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,beta,lambda_energy,lambda_bandwidth,epsilon,is_default,normalized_value
Heuristic-TVD,3755.296219947363,149954.4445034666,257,583.480328807263,138183152908.2682,42110219387.261665,69.52579348423451,1.0426731538048444,111.78914483510077,0,0,163,0,97,0,62.69230769230769,0.0,37.30769230769231,0.0,45.55549653330672,45.55549653330672,0.0,0.013744999887421727,,,,,1,0.0,4.0,0.2,0.015,0,0.9504930534810175
Heuristic-TVD,3651.643575961413,149777.58969333326,253,592.0062833728587,143551818802.25815,43581234730.2627,69.64076450309862,0.9832486245364028,747.424522537116,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,222.41030666669792,222.41030666669792,0.0,0.013287693190460022,,,,,2,0.0,4.0,0.2,0.015,0,0.9527803622371832
Heuristic-TVD,3843.339419722856,149944.58387839995,255,588.0179759937253,145714942829.99643,48491835944.342064,66.72143913138902,1.0796455485105374,77.65385075632592,0,0,163,0,97,0,62.69230769230769,0.0,37.30769230769231,0.0,55.41612160001739,55.41612160001739,0.0,0.013968077389738308,,,,,3,0.0,4.0,0.2,0.015,0,0.9642877807922542
Heuristic-TVD,3708.466036133164,149780.55295935992,259,578.3032932793819,143751290598.0329,41808608446.694176,70.9160117639554,1.1445659766542349,722.8285196627825,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,219.44704064003827,219.44704064003827,0.0,0.013655770117810998,,,,,4,0.0,4.0,0.2,0.015,0,0.9390222060301829
Heuristic-TVD,3758.3725787999592,149861.50417045335,259,578.6158462179666,145966253614.7567,50749880644.24506,65.2317714626099,1.0796455485105678,61.70983823207116,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,138.49582954667483,138.49582954667483,0.0,0.01310153781490114,,,,,5,0.0,4.0,0.2,0.015,0,0.9516091905502896
Heuristic-TVD,3790.3225248565614,149933.2676479999,257,583.3979285914393,136511684238.74997,43957284847.39971,67.79961723238188,1.1445659766542424,110.72537450054526,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,66.73235200000704,66.73235200000704,0.0,0.01319961604447319,,,,,6,0.0,4.0,0.2,0.015,0,0.9582351683060948
Heuristic-TVD,3861.6043312045363,149863.68149439993,254,590.0144940724407,139247165035.33093,49577187916.249756,64.39626767003075,1.1445659766542273,67.99428065483514,0,0,160,0,100,0,61.53846153846154,0.0,38.46153846153846,0.0,136.31850560003363,136.31850560003363,0.0,0.015115767802434186,,,,,7,0.0,4.0,0.2,0.015,0,0.9404570128269759
Heuristic-TVD,3663.805967041449,149831.77955413327,256,585.2803888833331,147675122448.8456,59024784039.88386,60.030651702808015,1.2435384559374445,78.71920664394437,0,0,153,0,107,0,58.84615384615385,0.0,41.15384615384615,0.0,168.22044586659104,168.22044586659104,0.0,0.014298462841767244,,,,,8,0.0,4.0,0.2,0.015,0,0.9546165479760471
Heuristic-TVD,3814.053329271671,149591.63790655986,256,584.3423355724995,145047080871.27374,41240652077.636444,71.56740292192667,1.0218073941260324,75.4055122589025,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,408.3620934399569,408.3620934399569,0.0,0.016152309231424276,,,,,9,0.0,4.0,0.2,0.015,0,0.9484353174145339
Heuristic-TVD,3469.6696451721873,149947.66385989334,254,590.3451333066666,141896346105.7374,44781620218.02226,68.44061073662024,1.1894509169151812,736.9298172144859,0,0,154,3,103,0,59.23076923076923,1.1538461538461537,39.61538461538461,0.0,52.33614010667088,52.33614010667088,0.0,0.013751923688687384,,,,,0,0.0,4.0,0.45,0.015,0,0.8936707013425744
