policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,variant,rho,eta,eta_model,normalized_value
Heuristic-TVD,3882.4923318618953,149952.72988789337,255,588.0499211289936,141896346105.7374,42621549426.45103,69.96289855505471,1.0218073941260324,76.23202046570702,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,47.27011210666029,47.27011210666029,0.0,0.011209997823103689,,,,,0,No PRE,0.1,0.6923024947075771,nominal,1.0
Heuristic-TVD,3523.5066596069937,99332.24817461344,260,382.04710836389785,138183152908.2682,7411080176.176412,94.63677009809133,0.9838477977316871,64.19523569041795,0,0,124,136,0,0,47.69230769230769,52.30769230769231,0.0,0.0,50667.75182538636,50667.75182538636,0.0,0.014770769317132922,,,,,1,PRE,0.1,0.6923024947075771,nominal,0.8918254134150554
Heuristic-TVD,3950.892861546158,149571.7581421866,258,579.7354966751418,138183152908.2682,39288217251.275154,71.56801214591164,0.9832486245364028,79.30292719235098,0,0,169,0,91,0,65.0,0.0,35.0,0.0,428.24185781330334,428.24185781330334,0.0,0.012125768877852421,,,,,1,No PRE,0.1,0.6923024947075771,nominal,1.0
Heuristic-TVD,3477.4896104426557,105553.28820912003,260,405.97418541969245,143551818802.25815,7097797583.317034,95.05558505455495,1.0796455485105714,50.928887307952586,0,0,125,135,0,0,48.07692307692308,51.92307692307692,0.0,0.0,44446.71179087988,44446.71179087988,0.0,0.014604614317739526,,,,,2,PRE,0.1,0.6923024947075771,nominal,0.9073404185788493
Heuristic-TVD,3832.618429904604,149875.4171290666,254,590.0606973585299,143551818802.25815,42153956555.43225,70.63502440641376,0.7668729075820011,111.32618025258745,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,124.58287093335002,124.58287093335002,0.0,0.010643846270305892,,,,,2,No PRE,0.1,0.6923024947075771,nominal,1.0
Heuristic-TVD,3479.0506934577074,99402.58324256018,260,382.3176278560007,145714942829.99643,8142985869.979856,94.41170156482842,1.167008446784712,67.54244324004243,0,0,118,142,0,0,45.38461538461539,54.61538461538461,0.0,0.0,50597.41675743977,50597.41675743977,0.0,0.015261922985351143,,,,,3,PRE,0.1,0.6923024947075771,nominal,0.8728883156252698
Heuristic-TVD,3985.6767826770415,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0025280093312177,67.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.01259923111110066,,,,,3,No PRE,0.1,0.6923024947075771,nominal,1.0
Heuristic-TVD,3526.729083103226,102150.93530725333,260,392.8882127202051,143751290598.0329,6889393898.838747,95.20742118545333,1.1894509169151812,62.91515605389325,0,0,127,133,0,0,48.84615384615385,51.15384615384615,0.0,0.0,47849.06469274659,47849.06469274659,0.0,0.015414230829964463,,,,,4,PRE,0.1,0.6923024947075771,nominal,0.8930045176143767
Heuristic-TVD,3949.284705215973,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.0777419947470057,722.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.011308844953488845,,,,,4,No PRE,0.1,0.6923024947075771,nominal,1.0
Heuristic-TVD,3397.1747179284193,85039.46114410661,260,327.07485055425616,145966253614.7567,8853088951.654465,93.93483854492828,1.1894509169151812,65.00096065378256,0,0,110,150,0,0,42.30769230769231,57.69230769230769,0.0,0.0,64960.53885589301,64960.53885589301,0.0,0.016898078320082277,,,,,5,PRE,0.1,0.6923024947075771,nominal,0.8628405820564745
