policy,n,optimality_gap_pct_mean,optimality_gap_pct_ci95,mean_decision_ms_mean,mean_decision_ms_ci95
Deadline-Energy,10,6.737345473243773,2.1422873479251736,0.00713999907020473,0.0002611751750562404
Energy-WSRPT,10,7.640510951553965,3.695237817673789,0.00979750220722048,0.00015708024348273208
ActiveInf-inspired,10,0.08067810238962424,0.0907178618439103,0.02755624918790995,0.0007283665771207904
LEO-DRL-inspired,10,0.4519401123366724,0.7260455820975014,0.054806249318062286,0.001205182680005565
Hierarchical-RA-inspired,10,0.08067810238962424,0.0907178618439103,0.01500374964962243,0.0006329138811076559
DRL-UA-inspired,10,1.476923280185953,1.8246828395968029,0.05894624773645768,0.003861563032190634
QoS-Multihop-projected,10,0.00307555722763526,0.006028092166165108,0.014227501014829561,0.00033590383718790247
DelayCost-adapted,10,0.08067810238962424,0.0907178618439103,0.01349874946754421,0.0015210609374593936
Heuristic-TVD,10,0.08067810238962424,0.0907178618439103,0.01129875126935069,0.0004686350368193505
