policy,optimality_gap_pct_mean,optimality_gap_pct_ci95,mean_decision_ms_mean,mean_decision_ms_ci95
Heuristic-TVD,0.08067810238962429,0.0907178618439103,0.012235000758664683,0.001674844302084653
PBR-adapted,0.0,0.0,3.2335125008103205,0.0778936941434808
PeakMem-inspired,0.28596647143569354,0.25759365896210273,0.015240001084748656,0.00028183177462631423
QoS-Multihop-projected,0.00307555722763526,0.00602809216616511,0.015073751637828536,0.0005805379468837938
