policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,horizon_h,task_count,allow_pre,contact_model,training_seed_count,training_q_states,normalized_value,robustness_variant
Energy-WSRPT,3507.6946827679367,149740.9884856531,254,589.5314507309178,139247165035.33093,44480995043.98906,68.05608571441797,1.000107804039059,66.51159414699696,0,0,155,26,79,0,59.61538461538461,10.0,30.384615384615383,0.0,259.0115143466953,259.0115143466953,0.0,0.0121515379690278,,,,,7,24,260,0,fixed-window,10,283,0.8530599342001044,no-pre
ActiveInf-inspired,3727.733689542321,149982.54397749322,254,590.482456604304,139247165035.33093,53876426618.40443,61.3087802507617,1.1445659766542424,69.26924140178392,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.0252473078524837,,,,,7,24,260,0,fixed-window,10,283,0.9065727047278668,no-pre
LEO-DRL-inspired,3813.089422655132,149795.4575097598,254,589.7458957077158,139247165035.33093,52972436472.51989,61.95797849164162,1.144565976654227,72.73764298342051,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,204.54249024003184,204.54249024003184,0.0,0.0528434622817887,,,,,7,24,260,0,fixed-window,10,283,0.9273309413071572,no-pre
Heuristic-TVD,4111.897115478791,149670.5285704532,258,580.1183277924542,139247165035.33093,48006134866.0227,65.5245154514692,1.021807394126055,61.38957043915382,0,0,169,0,91,0,65.0,0.0,35.0,0.0,329.4714295466986,329.4714295466986,0.0,0.0097546148866128,,,,,7,24,260,0,fixed-window,10,283,1.0,no-pre
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03851,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.3846153846153846,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.0097365380497649,,,,,8,24,260,0,fixed-window,10,283,0.9920789887534682,no-pre
Energy-WSRPT,3335.145916001523,149805.56215354672,256,585.1779771622919,147675122448.8456,43717117103.24272,70.39642400270483,1.079645548510545,78.66929020213107,0,0,150,27,83,0,57.69230769230769,10.384615384615383,31.923076923076923,0.0,194.43784645337144,194.43784645337144,0.0,0.0127592306503524,,,,,8,24,260,0,fixed-window,10,283,0.8689831039007548,no-pre
ActiveInf-inspired,3438.518911283296,149649.83337631993,256,584.5696616262497,147675122448.8456,56155278227.45821,61.97377236175288,1.2567783273065891,79.33171732849058,0,0,150,0,110,0,57.69230769230769,0.0,42.30769230769231,0.0,350.1666236799206,350.1666236799206,0.0,0.0270038456969464,,,,,8,24,260,0,fixed-window,10,283,0.8959172736678063,no-pre
LEO-DRL-inspired,3587.3151708424066,149794.38984053332,256,585.1343353145833,147675122448.8456,50481543226.71813,65.815810822026,1.194996646261249,78.71920664394437,0,0,151,0,109,0,58.07692307692308,0.0,41.92307692307692,0.0,205.61015946659427,205.61015946659427,0.0,0.0533084603375755,,,,,8,24,260,0,fixed-window,10,283,0.9346866225170214,no-pre
Heuristic-TVD,3837.987069058623,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.0103103847672732,,,,,8,24,260,0,fixed-window,10,283,1.0,no-pre
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716169,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.0095530767934038,,,,,9,24,260,0,fixed-window,10,283,0.989996977245978,no-pre
