policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,profile_label,energy_scale,latency_scale,normalized_value
All-On-Board,4428.756753672479,125573.75202671993,260,482.97596933353816,143751290598.0329,0.0,100.0,0.3251271429312207,0.698518921599043,0,0,260,0,0,0,100.0,0.0,0.0,0.0,24426.2479732801,24426.2479732801,0.0,0.0003499998666274433,,,,,4,0.5x,0.5,0.5,1.0
Fixed-Threshold,3293.812479523574,55433.898543626565,260,213.2073020908714,143751290598.0329,48784444087.374435,66.06330010365696,7.165397066344303,78.25919961500782,0,0,110,78,72,0,42.30769230769231,30.0,27.692307692307693,0.0,94566.10145637338,94566.10145637338,0.0,0.0010207690558253,,,,,4,0.5x,0.5,0.5,0.7437329848364849
Deadline-Energy,3887.8212439073936,36364.20134293334,260,139.8623128574359,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,113635.79865706655,113635.79865706655,0.0,0.009928076290704597,,,,,4,0.5x,0.5,0.5,0.8778583833224701
Priority-Aware,3789.991705624305,39683.52254389335,260,152.62893286112828,143751290598.0329,78843845988.82722,45.15259956218708,14.598307059213402,722.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,110316.47745610682,110316.47745610682,0.0,0.0013761542504653335,,,,,4,0.5x,0.5,0.5,0.8557687668173494
Heuristic-TVD,4427.722420081155,124509.5521641066,260,478.8828929388715,143751290598.0329,123305089.97081935,99.9142233162166,0.3251271429312207,0.698518921599043,0,0,259,0,1,0,99.61538461538461,0.0,0.38461538461538464,0.0,25490.447835893443,25490.447835893443,0.0,0.015240384359808208,,,,,4,0.5x,0.5,0.5,0.9997664505754428
All-Downlink,2624.3317650948316,0.0,259,0.0,145966253614.7567,142154292336.35153,2.611536011923654,32.73609921005294,77.76358537846562,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002715379545966593,,,,,5,0.5x,0.5,0.5,0.6074893575420959
All-On-Board,4319.963358227192,124997.11575285328,260,480.75813751097417,145966253614.7567,0.0,100.0,0.33567476844658206,0.661098265084729,0,0,260,0,0,0,100.0,0.0,0.0,0.0,25002.884247146787,25002.884247146787,0.0,0.000338462100794109,,,,,5,0.5x,0.5,0.5,1.0
Fixed-Threshold,3194.9285292082486,49445.994595039956,260,190.17690228861522,145966253614.7567,53835526053.87235,63.11782708628088,9.936737857560608,71.94880900971727,0,0,105,89,66,0,40.38461538461539,34.23076923076923,25.384615384615383,0.0,100554.0054049602,100554.0054049602,0.0,0.0011923074802885263,,,,,5,0.5x,0.5,0.5,0.7395730621473071
Deadline-Energy,3764.58200194319,27871.40315658666,260,107.19770444841024,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,122128.59684341334,122128.59684341334,0.0,0.010014230233187286,,,,,5,0.5x,0.5,0.5,0.8714384104146854
Priority-Aware,3763.2404559049596,40974.087540213346,260,157.59264438543596,145966253614.7567,97435093163.56842,33.24820583480533,16.058096002124003,74.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615385,0.0,109025.91245978676,109025.91245978676,0.0,0.0013592312685572184,,,,,5,0.5x,0.5,0.5,0.8711278647162651
