policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,profile_label,energy_scale,latency_scale,normalized_value
All-Downlink,2523.31517969433,0.0,255,0.0,145714942829.99643,141823142641.82233,2.670831221966452,40.634583839711894,79.65998313243796,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00026615430565121083,,,,,3,1.0x 4090,1.0,1.0,0.6330957870596586
All-On-Board,2622.849838318015,149676.17291999998,158,947.3175501265822,145714942829.99643,0.0,100.0,1.1894509169151812,1204.4435298936867,0,102,158,0,0,102,60.76923076923077,0.0,0.0,39.23076923076923,323.82708000001776,323.82708000001776,0.0,0.00034346001204819634,,,,,3,1.0x 4090,1.0,1.0,0.6580688754586711
Fixed-Threshold,3266.09456742782,110267.08696949345,257,429.0548131108695,145714942829.99643,53173078967.439766,63.50883585805194,4.809570752939726,78.33749969722065,0,0,109,78,73,0,41.92307692307692,30.0,28.076923076923077,0.0,39732.913030506636,39732.913030506636,0.0,0.0009873071506332892,,,,,3,1.0x 4090,1.0,1.0,0.8194579604706674
Deadline-Energy,3844.9481927810575,71697.5270752,260,275.75971952000003,145714942829.99643,109056964346.36604,25.157322764350077,15.42668608128982,77.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,78302.47292479995,78302.47292479995,0.0,0.009681538414532462,,,,,3,1.0x 4090,1.0,1.0,0.9646914194077069
Priority-Aware,3776.5955203922576,77461.86944597335,260,297.9302670998975,145714942829.99643,96411603040.62616,33.83547276060204,16.769847643845956,78.1803292091174,0,0,81,12,167,0,31.153846153846153,4.615384615384615,64.23076923076923,0.0,72538.1305540266,72538.1305540266,0.0,0.0015884612086945428,,,,,3,1.0x 4090,1.0,1.0,0.9475418420295608
Heuristic-TVD,3985.6767826770415,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0025280093312177,67.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.014039613933374103,,,,,3,1.0x 4090,1.0,1.0,1.0
All-Downlink,2449.820990927939,0.0,259,0.0,143751290598.0329,136549823818.19585,5.009671043562514,36.22262312100996,726.9090733329451,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027500019104291615,,,,,4,1.0x 4090,1.0,1.0,0.6203201779026885
All-On-Board,2530.153665705577,149651.71670047997,153,978.1157954279737,143751290598.0329,0.0,100.0,1.2723023214839486,1154.2811964640387,0,107,153,0,0,107,58.84615384615385,0.0,0.0,41.15384615384615,348.28329952004196,348.28329952004196,0.0,0.00033692385141666117,,,,,4,1.0x 4090,1.0,1.0,0.6406612474314413
Fixed-Threshold,3255.1282785248836,109474.61568725345,260,421.05621418174405,143751290598.0329,48784444087.374435,66.06330010365696,7.165397066344303,78.25919961500782,0,0,110,78,72,0,42.30769230769231,30.0,27.692307692307693,0.0,40525.384312746755,40525.384312746755,0.0,0.0009780764230526984,,,,,4,1.0x 4090,1.0,1.0,0.8242323664904962
Deadline-Energy,3856.879439805607,72710.54138586667,260,279.6559284071795,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,77289.45861413333,77289.45861413333,0.0,0.00988153937774209,,,,,4,1.0x 4090,1.0,1.0,0.976602024845582
Priority-Aware,3747.2334643115846,79116.98688778667,260,304.29610341456413,143751290598.0329,78843845988.82722,45.15259956218708,14.598307059213402,722.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,70883.01311221336,70883.01311221336,0.0,0.0013303854547512645,,,,,4,1.0x 4090,1.0,1.0,0.9488385224196342
Heuristic-TVD,3949.284705215973,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.0777419947470057,722.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.015616538831426833,,,,,4,1.0x 4090,1.0,1.0,1.0
All-Downlink,2624.3317650948316,0.0,259,0.0,145966253614.7567,142154292336.35153,2.611536011923654,32.73609921005294,77.76358537846562,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00026692365421555366,,,,,5,1.0x 4090,1.0,1.0,0.6665479805185078
All-On-Board,2454.6520370557223,149928.29939221338,153,979.9235254393031,145966253614.7567,0.0,100.0,1.1894509169151812,1280.093058700196,0,107,153,0,0,107,58.84615384615385,0.0,0.0,41.15384615384615,71.70060778667579,71.70060778667579,0.0,0.0003792305226222827,,,,,5,1.0x 4090,1.0,1.0,0.6234514172090625
Fixed-Threshold,3160.25763127706,97302.33349008001,260,374.23974419261543,145966253614.7567,53835526053.87235,63.11782708628088,9.936737857560608,71.94880900971727,0,0,105,89,66,0,40.38461538461539,34.23076923076923,25.384615384615383,0.0,52697.66650991997,52697.66650991997,0.0,0.0012780772522091866,,,,,5,1.0x 4090,1.0,1.0,0.8026665568976984
Deadline-Energy,3736.392823105972,55724.94501317332,260,214.32671158912814,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,94275.05498682667,94275.05498682667,0.0,0.010527693106828688,,,,,5,1.0x 4090,1.0,1.0,0.948997807285672
Priority-Aware,3721.6376738607496,81787.42338042668,260,314.5670130016411,145966253614.7567,97435093163.56842,33.24820583480533,16.058096002124003,74.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615385,0.0,68212.57661957334,68212.57661957334,0.0,0.0013338469076328552,,,,,5,1.0x 4090,1.0,1.0,0.9452501809137079
Heuristic-TVD,3937.198584043962,149787.40836597333,259,578.3297620307851,145966253614.7567,52641966177.041336,63.935522853126514,0.9832486245364028,61.70983823207116,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,212.5916340266608,212.5916340266608,0.0,0.013982692102077775,,,,,5,1.0x 4090,1.0,1.0,1.0
All-Downlink,2656.6870243738504,0.0,257,0.0,136511684238.74997,125544697380.47523,8.033734928575198,35.892371621477345,112.48918967135168,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00036192337015213876,,,,,6,1.0x 4090,1.0,1.0,0.6716396615968278
All-On-Board,2566.6595851616535,149652.1489362133,150,997.6809929080888,136511684238.74997,0.0,100.0,1.2645403243952993,1209.4404617080772,0,110,150,0,0,110,57.69230769230769,0.0,0.0,42.30769230769231,347.8510637866695,347.8510637866695,0.0,0.0003238455974496901,,,,,6,1.0x 4090,1.0,1.0,0.648879736075996
Fixed-Threshold,3188.616449032397,99648.48075525332,258,386.2344215319896,136511684238.74997,44829547598.12704,67.16065159688227,3.3926807072806695,75.48668826362353,0,0,105,89,66,0,40.38461538461539,34.23076923076923,25.384615384615383,0.0,50351.51924474671,50351.51924474671,0.0,0.0009780768708039362,,,,,6,1.0x 4090,1.0,1.0,0.8061172630204523
Deadline-Energy,3774.4549894033107,59623.26823472,260,229.32026244123077,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,90376.73176528004,90376.73176528004,0.0,0.010108844883059366,,,,,6,1.0x 4090,1.0,1.0,0.954223681049816
Priority-Aware,3607.574591128856,72969.55644367999,260,280.65214016799996,136511684238.74997,79932607445.38664,41.446325352202265,21.359685439153196,77.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,77030.44355632007,77030.44355632007,0.0,0.0013534615461069804,,,,,6,1.0x 4090,1.0,1.0,0.9120344833024391
Heuristic-TVD,3955.5243328804604,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1445659766542198,75.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.013198461517906534,,,,,6,1.0x 4090,1.0,1.0,1.0
All-Downlink,2565.0205224621127,0.0,254,0.0,139247165035.33093,133818130750.98091,3.8988472641238503,34.17696786011753,78.97394509599184,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00026269218114276347,,,,,7,1.0x 4090,1.0,1.0,0.6246863561089259
All-On-Board,2701.892088043181,149982.54397749322,157,955.3028278821224,139247165035.33093,0.0,100.0,1.2567783273065893,1238.8769180690326,0,103,157,0,0,103,60.38461538461539,0.0,0.0,39.61538461538461,17.456022506699696,17.456022506699696,0.0,0.0003338451139055766,,,,,7,1.0x 4090,1.0,1.0,0.6580201243220901
Fixed-Threshold,3210.4606177632318,103787.05425642672,258,402.27540409467724,139247165035.33093,46749516509.30801,66.42695275164392,8.835301087292965,72.80963503318573,0,0,105,100,55,0,40.38461538461539,38.46153846153846,21.153846153846153,0.0,46212.94574357334,46212.94574357334,0.0,0.0010015375804729187,,,,,7,1.0x 4090,1.0,1.0,0.7818771534882906
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009535769976747151,,,,,7,1.0x 4090,1.0,1.0,0.9456882004482678
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0013384614318895799,,,,,7,1.0x 4090,1.0,1.0,0.9521898828597767
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.013329229953412253,,,,,7,1.0x 4090,1.0,1.0,1.0
All-Downlink,2533.5936614346742,0.0,256,0.0,147675122448.8456,136992547483.91032,7.233835183468839,31.06743035179552,79.44232709372092,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002719230206611638,,,,,8,1.0x 4090,1.0,1.0,0.6601360598268278
All-On-Board,2392.2520581169592,149649.83337631993,150,997.6655558421329,147675122448.8456,0.0,100.0,1.279891391770161,1254.5592709639975,0,110,150,0,0,110,57.69230769230769,0.0,0.0,42.30769230769231,350.1666236799206,350.1666236799206,0.0,0.00033923010610473843,,,,,8,1.0x 4090,1.0,1.0,0.6233090458805867
Fixed-Threshold,3052.4337548465774,100434.51246607995,258,389.28105607007734,147675122448.8456,50189131471.694786,66.01382098797298,7.909545745180791,77.9508158178969,0,0,98,103,59,0,37.69230769230769,39.61538461538461,22.692307692307693,0.0,49565.487533920204,49565.487533920204,0.0,0.0011192312320837607,,,,,8,1.0x 4090,1.0,1.0,0.7953215318141431
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.009750768367666751,,,,,8,1.0x 4090,1.0,1.0,0.9920789887534683
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0013607694059968567,,,,,8,1.0x 4090,1.0,1.0,0.9790375610422131
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.012983846513984295,,,,,8,1.0x 4090,1.0,1.0,1.0
All-Downlink,2555.748586379738,0.0,256,0.0,145047080871.27374,138274748222.04004,4.669058217892719,37.4960716972247,80.08159020947357,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002649993313333163,,,,,9,1.0x 4090,1.0,1.0,0.6355344334468682
All-On-Board,2638.3301762790907,149873.5611089066,158,948.5668424614342,145047080871.27374,0.0,100.0,1.1894509169151812,1147.0703465055208,0,102,158,0,0,102,60.76923076923077,0.0,0.0,39.23076923076923,126.43889109329524,126.43889109329524,0.0,0.00032500034789196576,,,,,9,1.0x 4090,1.0,1.0,0.6560698821328325
Fixed-Threshold,3417.104630458127,102460.60073781348,259,395.60077504947293,145047080871.27374,44879980875.95698,69.058335675306,1.2723023214840092,75.09492307096168,0,0,116,86,58,0,44.61538461538461,33.07692307692308,22.307692307692307,0.0,47539.39926218667,47539.39926218667,0.0,0.0010250003050224711,,,,,9,1.0x 4090,1.0,1.0,0.8497266385748485
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.009934230407592483,,,,,9,1.0x 4090,1.0,1.0,0.9916659151008066
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0013253846331141316,,,,,9,1.0x 4090,1.0,1.0,0.9781293073937917
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.013843460944302093,,,,,9,1.0x 4090,1.0,1.0,1.0
All-Downlink,2608.328853807614,0.0,254,0.0,141896346105.7374,127474006832.71404,10.163996233050444,35.479692026056966,736.9298172144859,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002688471935331248,,,,,0,2.0x edge,2.0,2.0,0.7048428443179942
All-On-Board,1245.2832950565332,149776.54486997335,79,1895.9056312654855,141896346105.7374,0.0,100.0,918.8484381093631,1574.7661268614127,0,181,79,0,0,181,30.384615384615383,0.0,0.0,69.61538461538461,223.45513002669486,223.45513002669486,0.0,0.0003384614291672523,,,,,0,2.0x edge,2.0,2.0,0.3365101062268396
Fixed-Threshold,2579.296371190124,149993.68570981288,254,590.5263216921767,141896346105.7374,51928840494.04068,63.40368027845855,19.504749121194557,736.9298172144859,0,0,78,113,69,0,30.0,43.46153846153846,26.53846153846154,0.0,6.314290186669211,6.314290186669211,0.0,0.0010396153531753672,,,,,0,2.0x edge,2.0,2.0,0.6969974617866266
Deadline-Energy,3700.582157901358,116099.41800554669,260,446.53622309825647,141896346105.7374,105779966974.30736,25.452649150329123,15.415767963420148,71.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,33900.58199445331,33900.58199445331,0.0,0.009543461671385627,,,,,0,2.0x edge,2.0,2.0,1.0
Priority-Aware,3538.7637613907323,143401.31522111996,259,553.673031741776,141896346105.7374,89315751073.92041,37.05563707231426,20.631380747971463,110.33912208829416,0,0,78,12,170,0,30.0,4.615384615384615,65.38461538461539,0.0,6598.684778879975,6598.684778879975,0.0,0.0013334612818793035,,,,,0,2.0x edge,2.0,2.0,0.9562721783746602
Heuristic-TVD,3411.956250685501,149844.42331760004,255,587.6251894807845,141896346105.7374,77522486656.16496,45.36681966539346,8.617517756410962,729.9139444542953,0,0,92,3,165,0,35.38461538461539,1.1538461538461537,63.46153846153846,0.0,155.5766823999968,155.5766823999968,0.0,0.013613076589535922,,,,,0,2.0x edge,2.0,2.0,0.9220052697385483
All-Downlink,2566.3119925629917,0.0,257,0.0,138183152908.2682,131685291155.26335,4.702354531828057,39.57007844914237,111.89255143557872,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002661544175890203,,,,,1,2.0x edge,2.0,2.0,0.673775540963503
All-On-Board,1349.4678294334556,149974.92759509335,80,1874.686594938667,138183152908.2682,0.0,100.0,1022.7148908471293,1637.8916998476411,0,180,80,0,0,180,30.76923076923077,0.0,0.0,69.23076923076923,25.072404906715292,25.072404906715292,0.0,0.000338077146667414,,,,,1,2.0x edge,2.0,2.0,0.3542976923399359
Fixed-Threshold,2587.5566272954443,149735.65767306622,257,582.6290181831371,138183152908.2682,47114252037.15156,65.90448904547142,14.652095447711204,113.99575187406235,0,0,81,122,57,0,31.153846153846153,46.92307692307692,21.923076923076923,0.0,264.34232693335207,264.34232693335207,0.0,0.0010219234704541473,,,,,1,2.0x edge,2.0,2.0,0.6793532397393773
Deadline-Energy,3808.8530030240495,138337.9748241067,260,532.0691339388719,138183152908.2682,97623791629.69403,29.35188583046674,10.28411112853179,72.25500075728323,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,11662.025175893343,11662.025175893343,0.0,0.010674230333489295,,,,,1,2.0x edge,2.0,2.0,1.0
Priority-Aware,3507.279581504892,149526.92924335992,257,581.8168453049024,138183152908.2682,83767526680.33905,39.37934913386477,15.305397254312933,111.89255143557872,0,0,78,19,163,0,30.0,7.3076923076923075,62.69230769230769,0.0,473.07075663997693,473.07075663997693,0.0,0.001469232330027108,,,,,1,2.0x edge,2.0,2.0,0.9208230348402203
Heuristic-TVD,3441.317686080648,149934.78654752005,257,583.4038387063038,138183152908.2682,83882610330.41537,39.29606571786635,9.169088865196864,111.89255143557872,0,0,90,2,168,0,34.61538461538461,0.7692307692307693,64.61538461538461,0.0,65.2134524800349,65.2134524800349,0.0,0.015003077882843522,,,,,1,2.0x edge,2.0,2.0,0.9035049878134978
All-Downlink,2556.686277673104,0.0,253,0.0,143551818802.25815,133655118349.42921,6.894165838791344,37.746426882901076,754.0107986472566,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027615393404490675,,,,,2,2.0x edge,2.0,2.0,0.6873239398352253
All-On-Board,1283.014396038091,149591.81666005327,79,1893.5672994943452,143551818802.25815,0.0,100.0,1005.4133587747299,1702.6859326780414,0,181,79,0,0,181,30.384615384615383,0.0,0.0,69.61538461538461,408.18333994663533,408.18333994663533,0.0,0.00035961566027253866,,,,,2,2.0x edge,2.0,2.0,0.3449177622030344
Fixed-Threshold,2667.651413511747,149992.75812549322,253,592.8567514841629,143551818802.25815,48309303500.7321,66.34713241266702,20.057602736130683,754.0107986472566,0,0,82,95,83,0,31.53846153846154,36.53846153846154,31.923076923076923,0.0,7.24187450677158,7.24187450677158,0.0,0.0010953845608477981,,,,,2,2.0x edge,2.0,2.0,0.7171551299249148
Deadline-Energy,3719.768990275572,142309.83587962665,260,547.3455226139487,143551818802.25815,100349432288.78314,30.09532507072311,12.860969370166428,71.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,7690.164120373313,7690.164120373313,0.0,0.009962307208647521,,,,,2,2.0x edge,2.0,2.0,1.0
Priority-Aware,3520.486361434699,140670.05744197342,260,541.0386824691285,143551818802.25815,81765352376.60277,43.0412285550808,21.402373422387853,78.4072189003879,0,0,74,15,171,0,28.46153846153846,5.769230769230769,65.76923076923077,0.0,9329.942558026625,9329.942558026625,0.0,0.002172691949034253,,,,,2,2.0x edge,2.0,2.0,0.9464260739411914
Heuristic-TVD,3323.994857877065,149544.14837360007,253,591.0835904094864,143551818802.25815,82598753140.5656,42.46067111532391,9.910162265329532,747.424522537116,0,0,87,3,170,0,33.46153846153846,1.1538461538461537,65.38461538461539,0.0,455.8516264000059,455.8516264000059,0.0,0.014122693056169037,,,,,2,2.0x edge,2.0,2.0,0.8936024969740965
All-Downlink,2523.31517969433,0.0,255,0.0,145714942829.99643,141823142641.82233,2.670831221966452,40.634583839711894,79.65998313243796,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002938458167661268,,,,,3,2.0x edge,2.0,2.0,0.6678530290602692
All-On-Board,1185.1337416674166,149883.21888874666,72,2081.7113734548147,145714942829.99643,0.0,100.0,1088.7000833066197,1624.678247442621,0,188,72,0,0,188,27.692307692307693,0.0,0.0,72.3076923076923,116.78111125334578,116.78111125334578,0.0,0.00035846191727054806,,,,,3,2.0x edge,2.0,2.0,0.3136727292664229
Fixed-Threshold,2906.766453919407,149999.71876026646,255,588.2341912167312,145714942829.99643,72182770077.7355,50.463028241413696,19.673898760019256,78.95306212402065,0,0,73,65,122,0,28.076923076923077,25.0,46.92307692307692,0.0,0.28123973333600816,0.28123973333600816,0.0,0.0012334617517458706,,,,,3,2.0x edge,2.0,2.0,0.7693421720135724
Deadline-Energy,3778.2492103762215,143395.0541504,260,551.5194390400001,145714942829.99643,109056964346.36604,25.157322764350077,15.42668608128982,77.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,6604.945849600069,6604.945849600069,0.0,0.00998884643195197,,,,,3,2.0x edge,2.0,2.0,1.0
Priority-Aware,3650.2899710680026,149014.49939546667,257,579.8229548461738,145714942829.99643,96411603040.62616,33.83547276060204,17.77278959265459,78.9210614943185,0,0,78,15,167,0,30.0,5.769230769230769,64.23076923076923,0.0,985.5006045333625,985.5006045333625,0.0,0.0017726912539309035,,,,,3,2.0x edge,2.0,2.0,0.9661326629919477
Heuristic-TVD,3408.9734347688764,149658.64388725336,255,586.8966426951113,145714942829.99643,94745984821.51222,34.97853893265358,15.686175952381443,78.9210614943185,0,0,85,2,173,0,32.69230769230769,0.7692307692307693,66.53846153846153,0.0,341.35611274665484,341.35611274665484,0.0,0.014475000296862653,,,,,3,2.0x edge,2.0,2.0,0.9022627267165962
All-Downlink,2449.820990927939,0.0,259,0.0,143751290598.0329,136549823818.19585,5.009671043562514,36.22262312100996,726.9090733329451,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00030077006578302156,,,,,4,2.0x edge,2.0,2.0,0.6452582116163037
All-On-Board,1225.7622627606377,149439.6181653333,76,1966.3107653333327,143751290598.0329,0.0,100.0,961.4614869623562,1596.3421526087914,0,184,76,0,0,184,29.23076923076923,0.0,0.0,70.76923076923077,560.3818346666762,560.3818346666762,0.0,0.00043346148091726576,,,,,4,2.0x edge,2.0,2.0,0.32285345274802896
Fixed-Threshold,2712.743975484364,149987.1428649064,259,579.1009377023413,143751290598.0329,64776916828.97238,54.938201556669156,20.297972101579216,726.9090733329451,0,0,75,75,110,0,28.846153846153847,28.846153846153847,42.30769230769231,0.0,12.857135093277918,12.857135093277918,0.0,0.001060384742091768,,,,,4,2.0x edge,2.0,2.0,0.7145094815809059
Deadline-Energy,3796.6521724557306,145403.22147173336,260,559.2431595066668,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,4596.778528266677,4596.778528266677,0.0,0.009446922138942262,,,,,4,2.0x edge,2.0,2.0,1.0
Priority-Aware,3588.8840346982465,149894.97039541334,259,578.7450594417504,143751290598.0329,79345712428.45,44.80347821688652,15.651558128545123,726.9090733329451,0,0,84,18,158,0,32.30769230769231,6.923076923076923,60.76923076923077,0.0,105.02960458667852,105.02960458667852,0.0,0.0015515380744965603,,,,,4,2.0x edge,2.0,2.0,0.9452759620002017
Heuristic-TVD,3310.162333197857,149498.55259008004,259,577.2144887647878,143751290598.0329,84268956244.82588,41.3786437017359,11.680140984058077,726.9090733329451,0,0,91,0,169,0,35.0,0.0,65.0,0.0,501.44740992000015,501.44740992000015,0.0,0.013761539034581242,,,,,4,2.0x edge,2.0,2.0,0.8718634688773176
All-Downlink,2624.3317650948316,0.0,259,0.0,145966253614.7567,142154292336.35153,2.611536011923654,32.73609921005294,77.76358537846562,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00029538395420576516,,,,,5,2.0x edge,2.0,2.0,0.7128251277028539
All-On-Board,1240.3834812865707,149976.34844544003,78,1922.773698018462,145966253614.7567,0.0,100.0,1003.59593515036,1667.9906994079697,0,182,78,0,0,182,30.0,0.0,0.0,70.0,23.65155455992499,23.65155455992499,0.0,0.0003523079123204717,,,,,5,2.0x edge,2.0,2.0,0.3369149149542303
Fixed-Threshold,2772.967761552359,149995.62174207976,259,579.1336746798446,145966253614.7567,59646906018.582,59.13650960995008,15.07069277359519,76.54531676155146,0,0,82,96,82,0,31.53846153846154,36.92307692307692,31.53846153846154,0.0,4.3782579199287,4.3782579199287,0.0,0.0011026918610486274,,,,,5,2.0x edge,2.0,2.0,0.7531978711818971
Deadline-Energy,3681.5926699329298,111432.02872634663,260,428.58472587056394,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,38567.971273653275,38567.971273653275,0.0,0.010929231827433866,,,,,5,2.0x edge,2.0,2.0,1.0
Priority-Aware,3479.6914012208663,149554.5499192533,259,577.4306946689317,145966253614.7567,98301050218.00523,32.65494743912005,17.803067772432588,75.64213874690826,0,0,76,18,166,0,29.23076923076923,6.923076923076923,63.84615384615385,0.0,445.4500807466611,445.4500807466611,0.0,0.0014450002569132126,,,,,5,2.0x edge,2.0,2.0,0.9451592593713682
Heuristic-TVD,3504.5796227267933,149523.14094128006,259,577.3094244837068,145966253614.7567,91117366072.24513,37.576416592339356,9.2396702396302,71.88916446915006,0,0,92,3,165,0,35.38461538461539,1.1538461538461537,63.46153846153846,0.0,476.85905871992736,476.85905871992736,0.0,0.014791153863860438,,,,,5,2.0x edge,2.0,2.0,0.9519194372990315
All-Downlink,2656.6870243738504,0.0,257,0.0,136511684238.74997,125544697380.47523,8.033734928575198,35.892371621477345,112.48918967135168,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.000317307198061966,,,,,6,2.0x edge,2.0,2.0,0.7130396519032252
All-On-Board,1301.9650072299144,149815.93953557324,79,1896.4042979186486,136511684238.74997,0.0,100.0,952.1689734138058,1639.5086217694477,0,181,79,0,0,181,30.384615384615383,0.0,0.0,69.61538461538461,184.060464426708,184.060464426708,0.0,0.00037499983311415865,,,,,6,2.0x edge,2.0,2.0,0.3494399856016912
Fixed-Threshold,2809.046306699069,149987.15659311973,257,583.6076132028005,136511684238.74997,51967076445.045616,61.93214028906229,17.25407327884744,112.35174409505873,0,0,82,91,87,0,31.53846153846154,35.0,33.46153846153846,0.0,12.843406880097916,12.843406880097916,0.0,0.0010646163271023678,,,,,6,2.0x edge,2.0,2.0,0.7539320146982006
Deadline-Energy,3725.861552415349,119228.67516944002,260,458.5718275747693,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,30771.324830559985,30771.324830559985,0.0,0.010015769490005018,,,,,6,2.0x edge,2.0,2.0,1.0
