policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,dpp_energy_queue_final,dpp_bandwidth_queue_final,seed,charge_power_w,normalized_value
EH-DORA-adapted,4288.740492621714,256892.2567851731,260,988.0471414814349,147675122448.8456,0.0,100.0,0.7143318597364062,1.397248076702805,0,0,260,0,0,0,100.0,0.0,0.0,0.0,89723.33435680818,66521.4503525498,106892.25678517309,0.026442693734469894,,,,,,,8,5.0,0.9999923664965185
Adaptive-TVD,4155.741257567552,147732.51751039998,260,568.2019904246154,147675122448.8456,60748843676.80345,58.86318381225875,1.0796455485105754,60.787067888627874,0,0,152,0,108,0,58.46153846153846,0.0,41.53846153846154,0.0,147393.29889856002,67500.0,0.0,0.013736922567029698,0.0,0.0,1.4168003269356866,0.018035502958579884,,,8,5.0,0.9689813458873566
Heuristic-TVD,4288.773230987104,254763.85705994643,260,979.8609886921016,147675122448.8456,309941177.3499771,99.79011957314792,0.6912456428795546,1.397248076702805,0,0,259,0,1,0,99.61538461538461,0.0,0.38461538461538464,0.0,91851.73408203486,66521.4503525498,104763.85705994643,0.013523847155738622,,,,,,,8,5.0,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,141485.82215487945,67500.0,0.0,0.009183078229678078,,,,,,,9,5.0,0.8979220945838726
EH-DORA-adapted,4441.2556360557555,237291.8097017598,260,912.66080654523,145047080871.27374,0.0,100.0,0.6713495368931566,1.4888558564640535,0,0,260,0,0,0,100.0,0.0,0.0,0.0,109796.63423166117,67500.0,87291.8097017598,0.024796538883282874,,,,,,,9,5.0,1.0
Adaptive-TVD,4284.044367006998,155357.27912895998,260,597.527996649846,145047080871.27374,50210432500.54912,65.38335539126787,0.7956735252066817,43.32938723329206,0,0,176,0,84,0,67.6923076923077,0.0,32.30769230769231,0.0,141485.82215487945,67500.0,5357.2791289599845,0.01393230699110203,1.0099840047558064,0.0,1.07030527054386,0.018035502958579884,,,9,5.0,0.9646020670883121
Heuristic-TVD,4441.2556360557555,237291.8097017598,260,912.66080654523,145047080871.27374,0.0,100.0,0.6713495368931566,1.4888558564640535,0,0,260,0,0,0,100.0,0.0,0.0,0.0,109796.63423166117,67500.0,87291.8097017598,0.014229614484625367,,,,,,,9,5.0,1.0
Deadline-Energy,3747.037656026518,58049.70900277334,260,223.26811154912824,141896346105.7374,105779966974.30736,25.452649150329123,15.415767963420148,71.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,141820.88005536006,67500.0,0.0,0.010147692452077396,,,,,,,0,10.0,0.8715612909253768
EH-DORA-adapted,4299.224500950605,242843.89985429312,260,934.0149994395889,141896346105.7374,0.0,100.0,0.6502542858624414,1.3970378431981467,0,0,260,0,0,0,100.0,0.0,0.0,0.0,141820.88005536006,67500.0,92843.89985429312,0.025319231141251154,,,,,,,0,10.0,1.0
Adaptive-TVD,4157.524697953077,157991.4301969066,260,607.6593469111792,141896346105.7374,47140242710.651115,66.77839563569631,0.7175219706068068,51.10059546687355,0,0,179,0,81,0,68.84615384615384,0.0,31.153846153846153,0.0,141820.88005536006,67500.0,7991.4301969065855,0.014631539726486573,1.537341016728172,0.0,1.1857685539461902,0.018035502958579884,,,0,10.0,0.9670406132626485
Heuristic-TVD,4299.224500950605,242843.89985429312,260,934.0149994395889,141896346105.7374,0.0,100.0,0.6502542858624414,1.3970378431981467,0,0,260,0,0,0,100.0,0.0,0.0,0.0,141820.88005536006,67500.0,92843.89985429312,0.01401884476833332,,,,,,,0,10.0,1.0
Deadline-Energy,3857.038359997837,69168.98741205335,260,266.03456696943596,138183152908.2682,97623791629.69403,29.35188583046674,10.28411112853179,72.25500075728323,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,146065.85577098667,67500.0,0.0,0.00992384616088552,,,,,,,1,10.0,0.8896541124462983
EH-DORA-adapted,4335.435880122071,245780.7974722132,260,945.3107595085123,138183152908.2682,0.0,100.0,0.6502542858623201,1.3752468809696377,0,0,260,0,0,0,100.0,0.0,0.0,0.0,146065.85577098667,67500.0,95780.79747221319,0.025763845545812868,,,,,,,1,10.0,1.0
Adaptive-TVD,4215.183947730394,154256.35845674668,260,593.2936863721026,138183152908.2682,46968980933.210365,66.00961843417312,0.7175219706068068,45.601837808948694,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,146065.85577098667,67500.0,4256.358456746675,0.013978844687629204,0.6448560269639165,0.0,1.479820895375048,0.018035502958579884,,,1,10.0,0.9722630121360967
Heuristic-TVD,4335.435880122071,245780.7974722132,260,945.3107595085123,138183152908.2682,0.0,100.0,0.6502542858623201,1.3752468809696377,0,0,260,0,0,0,100.0,0.0,0.0,0.0,146065.85577098667,67500.0,95780.79747221319,0.013840769063860465,,,,,,,1,10.0,1.0
Deadline-Energy,3772.396708012707,71163.84858981332,260,273.70710996082045,143551818802.25815,100349432288.78314,30.09532507072311,12.860969370166428,71.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,145637.81631815108,67500.0,0.0,0.009635384664691698,,,,,,,2,10.0,0.8822743794086992
EH-DORA-adapted,4275.7636355041495,244366.35939743978,260,939.8706130670761,143551818802.25815,0.0,100.0,0.6163402390725726,1.3518660118525316,0,0,260,0,0,0,100.0,0.0,0.0,0.0,145637.81631815108,67500.0,94366.35939743978,0.02670615313735862,,,,,,,2,10.0,1.0
Adaptive-TVD,4097.979124384483,156805.28514399996,260,603.097250553846,143551818802.25815,45413125963.61818,68.36464606124252,0.7175219706068163,48.401626613933885,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,145637.81631815108,67500.0,6805.285143999965,0.01596999959124682,0.6880553186506289,0.0,1.2096800058867223,0.0180433066532218,,,2,10.0,0.9584204071423831
Heuristic-TVD,4275.7636355041495,244366.35939743978,260,939.8706130670761,143551818802.25815,0.0,100.0,0.6163402390725726,1.3518660118525316,0,0,260,0,0,0,100.0,0.0,0.0,0.0,145637.81631815108,67500.0,94366.35939743978,0.014684615374650233,,,,,,,2,10.0,1.0
Deadline-Energy,3844.9481927810575,71697.5270752,260,275.75971952000003,145714942829.99643,109056964346.36604,25.157322764350077,15.42668608128982,77.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,149206.87579744,67500.0,0.0,0.01011730715757809,,,,,,,3,10.0,0.8813186783687035
EH-DORA-adapted,4362.721779479303,242886.9144479998,260,934.1804401846146,145714942829.99643,0.0,100.0,0.6502542858624414,1.3990153227836708,0,0,260,0,0,0,100.0,0.0,0.0,0.0,149206.87579744,67235.76810278112,92886.91444799979,0.027517692517274275,,,,,,,3,10.0,1.0
Adaptive-TVD,4149.566283088196,151323.09687157327,260,582.0119110445125,145714942829.99643,53848777558.50026,63.04512322986334,0.8808252180754303,67.08438556866675,0,0,164,0,96,0,63.07692307692308,0.0,36.92307692307692,0.0,149206.87579744,67235.76810278112,1323.0968715732743,0.01499269330032313,0.4081306950885537,0.0,2.0800351306894496,0.018035502958579884,,,3,10.0,0.9511416250759525
Heuristic-TVD,4362.721779479303,242886.9144479998,260,934.1804401846146,145714942829.99643,0.0,100.0,0.6502542858624414,1.3990153227836708,0,0,260,0,0,0,100.0,0.0,0.0,0.0,149206.87579744,67235.76810278112,92886.91444799979,0.01429769159026014,,,,,,,3,10.0,1.0
Deadline-Energy,3856.879439805607,72710.54138586667,260,279.6559284071795,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,145014.1993982933,67500.0,0.0,0.010195769181546684,,,,,,,4,10.0,0.8816285540168266
EH-DORA-adapted,4374.721556184982,251147.50405343986,260,965.9519386670763,143751290598.0329,0.0,100.0,0.6713495368931035,1.3970378431981467,0,0,260,0,0,0,100.0,0.0,0.0,0.0,145014.1993982933,67500.0,101147.50405343986,0.026473461856277518,,,,,,,4,10.0,1.0
Adaptive-TVD,4226.759110725852,158303.71908522665,260,608.8604580201026,143751290598.0329,46014578260.19179,67.99014598842047,0.9832486245364028,53.256150485392,0,0,169,0,91,0,65.0,0.0,35.0,0.0,145014.1993982933,67500.0,8303.71908522665,0.014438848078358345,2.0435690245810214,0.0,1.5504004717966124,0.018035502958579884,,,4,10.0,0.9661778598800328
Heuristic-TVD,4374.721556184982,251147.50405343986,260,965.9519386670763,143751290598.0329,0.0,100.0,0.6713495368931035,1.3970378431981467,0,0,260,0,0,0,100.0,0.0,0.0,0.0,145014.1993982933,67500.0,101147.50405343986,0.014730000895304749,,,,,,,4,10.0,1.0
Deadline-Energy,3736.392823105972,55724.94501317332,260,214.32671158912814,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,144897.42808416003,67500.0,0.0,0.009455385085087843,,,,,,,5,10.0,0.8744498924849632
EH-DORA-adapted,4272.849542571385,248632.7248070399,260,956.2797107963073,145966253614.7567,242796745.6850041,99.83366241191214,0.6713495368931415,1.3221965301697007,0,0,259,0,1,0,99.61538461538461,0.0,0.38461538461538464,0.0,144897.42808416003,65865.92340109994,98632.7248070399,0.02701038376052076,,,,,,,5,10.0,1.0
Adaptive-TVD,4097.813168009569,147836.07136725335,260,568.600274489436,145966253614.7567,52452320320.11843,64.06544730636583,0.9832486245364028,49.80908255957562,0,0,163,0,97,0,62.69230769230769,0.0,37.30769230769231,0.0,144897.42808416003,65865.92340109994,0.0,0.014112308585586457,0.0,0.0,1.363299419783418,0.018035502958579884,,,5,10.0,0.9590352122587308
Heuristic-TVD,4271.034049237268,249994.23150570656,260,961.5162750219483,145966253614.7567,0.0,100.0,0.6713495368931566,1.3238063144324037,0,0,260,0,0,0,100.0,0.0,0.0,0.0,144897.42808416003,65865.92340109994,99994.23150570656,0.014109999196639715,,,,,,,5,10.0,0.9995751094635958
Deadline-Energy,3774.4549894033107,59623.26823472,260,229.32026244123077,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,144403.38821696,67500.0,0.0,0.011502307181497319,,,,,,,6,10.0,0.8720235559971461
EH-DORA-adapted,4328.38650222846,255724.9798171731,260,983.557614681435,136511684238.74997,0.0,100.0,0.719300551412698,1.3970378431980892,0,0,260,0,0,0,100.0,0.0,0.0,0.0,144403.38821696,67500.0,105724.9798171731,0.02536153904377268,,,,,,,6,10.0,1.0
Adaptive-TVD,4127.639336959098,155651.36961631992,260,598.6591139089228,136511684238.74997,50404787483.77609,63.076576364246286,1.1445659766541212,54.94973308441672,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,144403.38821696,67500.0,5651.36961631992,0.01659346195922878,2.363905916101529,0.0,1.8371223542687434,0.018035502958579884,,,6,10.0,0.9536207856747525
Heuristic-TVD,4328.38650222846,255724.9798171731,260,983.557614681435,136511684238.74997,0.0,100.0,0.719300551412698,1.3970378431980892,0,0,260,0,0,0,100.0,0.0,0.0,0.0,144403.38821696,67500.0,105724.9798171731,0.014566924185671199,,,,,,,6,10.0,1.0
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,146885.99673664,67500.0,0.0,0.01022961559311415,,,,,,,7,10.0,0.8748438986124887
EH-DORA-adapted,4438.60222642822,250247.36082229303,260,962.4898493165117,139247165035.33093,0.0,100.0,0.7175219706068068,1.4816931001610218,0,0,260,0,0,0,100.0,0.0,0.0,0.0,146885.99673664,67500.0,100247.36082229303,0.027385385944328915,,,,,,,7,10.0,1.0
Adaptive-TVD,4237.545438707905,150287.73260810666,260,578.0297408004102,139247165035.33093,53573793989.47345,61.526115109144044,0.9832486245364028,56.4089438796957,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,146885.99673664,67500.0,287.7326081066567,0.014836922995387934,0.4338676556207042,0.0,1.5374821817465691,0.018035502958579884,,,7,10.0,0.95470267947797
Heuristic-TVD,4438.60222642822,250247.36082229303,260,962.4898493165117,139247165035.33093,0.0,100.0,0.7175219706068068,1.4816931001610218,0,0,260,0,0,0,100.0,0.0,0.0,0.0,146885.99673664,67500.0,100247.36082229303,0.01706230877271782,,,,,,,7,10.0,1.0
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,147393.29889856002,67500.0,0.0,0.01022577030548396,,,,,,,8,10.0,0.8878099145590835
EH-DORA-adapted,4288.740492621714,256892.2567851731,260,988.0471414814349,147675122448.8456,0.0,100.0,0.7143318597364062,1.397248076702805,0,0,260,0,0,0,100.0,0.0,0.0,0.0,147393.29889856002,67500.0,106892.25678517309,0.026024614747327108,,,,,,,8,10.0,1.0
Adaptive-TVD,4155.741257567552,147732.51751039998,260,568.2019904246154,147675122448.8456,60748843676.80345,58.86318381225875,1.0796455485105754,60.787067888627874,0,0,152,0,108,0,58.46153846153846,0.0,41.53846153846154,0.0,147393.29889856002,67500.0,0.0,0.014257307115118377,0.0,0.0,1.4168003269356866,0.018035502958579884,,,8,10.0,0.9689887426662974
Heuristic-TVD,4288.740492621714,256892.2567851731,260,988.0471414814349,147675122448.8456,0.0,100.0,0.7143318597364062,1.397248076702805,0,0,260,0,0,0,100.0,0.0,0.0,0.0,147393.29889856002,67500.0,106892.25678517309,0.014372307207220448,,,,,,,8,10.0,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,142475.08308469335,67500.0,0.0,0.009785769977427732,,,,,,,9,10.0,0.8979220945838726
EH-DORA-adapted,4441.2556360557555,237291.8097017598,260,912.66080654523,145047080871.27374,0.0,100.0,0.6713495368931566,1.4888558564640535,0,0,260,0,0,0,100.0,0.0,0.0,0.0,142475.08308469335,67500.0,87291.8097017598,0.025633462288309462,,,,,,,9,10.0,1.0
Adaptive-TVD,4323.252343972713,155520.12037599998,260,598.1543091384615,145047080871.27374,46218504674.902115,68.13551544969039,0.7956735252066817,52.01356993662487,0,0,180,0,80,0,69.23076923076923,0.0,30.76923076923077,0.0,142475.08308469335,67500.0,5520.120375999977,0.01533615476756285,0.9389830398655468,0.0,1.0706329853389247,0.018035502958579884,,,9,10.0,0.9734301959281406
Heuristic-TVD,4441.2556360557555,237291.8097017598,260,912.66080654523,145047080871.27374,0.0,100.0,0.6713495368931566,1.4888558564640535,0,0,260,0,0,0,100.0,0.0,0.0,0.0,142475.08308469335,67500.0,87291.8097017598,0.015581539124608614,,,,,,,9,10.0,1.0
