policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,workload,contact_model,task_count,training_seed_count,training_q_states,ua_training_seed_count,ua_training_q_states,normalized_value
Deadline-Energy,200.9232694009204,6898.929454501177,260,26.53434405577376,7135576.0,5187464.0,27.3013979530174,11.217102596842448,55.80361069126447,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,8101.070545498777,8101.070545498777,0.0,0.0107150002105089,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9177742965516786
Energy-WSRPT,216.2787777692685,14947.680484752593,260,57.49107878750997,7135576.0,2418624.0,66.10471249973374,0.0140707677437603,736.7914781992811,0,0,156,0,104,0,60.0,0.0,40.0,0.0,52.31951524740708,52.31951524740708,0.0,0.013249999924133,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9879149573769478
ActiveInf-inspired,209.8618825292224,14981.414949676564,260,57.62082672952525,7135576.0,2372440.0,66.75194826598441,0.0140707677437603,736.7914781992811,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0306992304663603,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9586039595391224
LEO-DRL-inspired,209.5308835461237,14981.414949676564,260,57.62082672952525,7135576.0,2361120.0,66.91058997900099,0.0140707677437603,736.7914781992811,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0571434615547052,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9570920273483988
Hierarchical-RA-inspired,209.8618825292224,14981.414949676564,260,57.62082672952525,7135576.0,2372440.0,66.75194826598441,0.0140707677437603,736.7914781992811,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.016743078147276,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9586039595391224
DRL-UA-inspired,213.7381318550581,14992.18480992869,260,57.6622492689565,7135576.0,2338376.0,67.22933089073678,0.0140707677437603,736.7914781992811,0,0,154,7,99,0,59.23076923076923,2.6923076923076925,38.07692307692308,0.0,7.815190071307612,7.815190071307612,0.0,0.0631057690882768,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9763098330742536
QoS-Multihop-projected,216.27877789594763,14981.414949676564,260,57.62082672952525,7135576.0,2404520.0,66.30236998386675,0.0140707677437603,736.7914781992811,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0170257692493928,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9879149579555908
DelayCost-adapted,209.8618825292224,14981.414949676564,260,57.62082672952525,7135576.0,2372440.0,66.75194826598441,0.0140707677437603,736.7914781992811,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0139492307565748,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9586039595391224
Heuristic-TVD,218.9244895567923,14907.136205534967,260,57.335139252057566,7135576.0,2532888.0,64.50338416968722,0.0140707677437603,71.14748081978996,0,0,151,13,96,0,58.07692307692308,5.0,36.92307692307692,0.0,92.86379446503162,92.86379446503162,0.0,0.0143038449235833,,,,,4,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,1.0
Deadline-Energy,198.8016835346353,7186.384848438725,260,27.639941724764327,7128992.0,5109680.0,28.325350905149005,15.895121832608856,55.06148472138768,0,0,75,0,185,0,28.846153846153847,0.0,71.15384615384616,0.0,7813.615151561229,7813.615151561229,0.0,0.0098692319275309,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.8967320179752253
Energy-WSRPT,216.8003620416493,14947.680484752593,260,57.49107878750997,7128992.0,2544520.0,64.30743645104384,0.0140707677437603,77.95627565507039,0,0,156,0,104,0,60.0,0.0,40.0,0.0,52.31951524740708,52.31951524740708,0.0,0.012902692609574,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9779184094157688
ActiveInf-inspired,210.82859478233576,14981.414949676564,260,57.62082672952525,7128992.0,2500088.0,64.93069426925994,0.0140707677437603,77.95627565507039,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0301015379731185,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9509816410237164
